Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Queretaro 125 R32,W vs Jokic,71% (10/14),100% (10/10),5/8,77% (10/13),10% (1/10),3/8,0/1,0/1,0/0,0/0
2024 Merida R32,L vs Sorribes Tormo,38% (3/8),67% (2/3),0/5,86% (6/7),0% (0/6),0/2,0/0,1/2,0/0,0/0
2019 W25 Monzon R16,L vs Bucsa,22% (2/9),50% (1/2),1/3,67% (6/9),33% (2/6),1/1,0/0,0/1,0/0,0/0
2019 W25 Monzon R32,W vs Payola,67% (6/9),100% (6/6),1/2,38% (3/8),33% (1/3),2/4,0/1,0/0,0/1,0/0
2019 W15 Cancun F,L vs Zacarias,33% (3/9),33% (1/3),0/5,56% (5/9),0% (0/5),1/1,0/0,0/0,0/0,0/0
2019 W15 Cancun SF,W vs Zhu,40% (4/10),100% (4/4),0/1,20% (2/10),50% (1/2),4/4,2/2,1/1,1/1,0/0
2019 W15 Cancun R16,W vs Wuarin,71% (5/7),100% (5/5),1/1,25% (2/8),50% (1/2),5/5,2/2,0/0,1/1,0/0
2019 W15 Cancun R32,W vs Zhang,71% (5/7),80% (4/5),0/0,25% (2/8),100% (2/2),3/3,1/1,0/0,1/1,0/0
2019 W25 Plantation FL R32,L vs Kratzer,33% (3/9),100% (3/3),1/5,67% (6/9),0% (0/6),1/3,0/0,1/2,0/0,1/2
2019 W25 Petit Bourg Guadeloupe F,L vs Radwanska,27% (3/11),67% (2/3),0/4,55% (6/11),17% (1/6),1/1,0/0,0/1,0/0,0/1
2019 W25 Petit Bourg Guadeloupe SF,W vs Gleason,50% (7/14),100% (7/7),2/5,50% (7/14),29% (2/7),3/6,1/2,0/0,0/1,0/0
2019 W25 Petit Bourg Guadeloupe R32,W vs Ivanova,45% (5/11),100% (5/5),1/3,45% (5/11),40% (2/5),4/5,2/2,2/2,1/1,0/0
2019 W15 Fort de France Martinique QF,L vs Babic,31% (4/13),75% (3/4),0/4,38% (5/13),20% (1/5),1/2,0/0,1/1,0/0,1/1
2019 W15 Fort de France Martinique R16,W vs Kwong,63% (5/8),100% (5/5),0/1,13% (1/8),0% (0/1),4/4,1/2,0/0,1/2,0/0
2018 Monterrey R16,L vs Vickery,67% (6/9),67% (4/6),3/6,78% (7/9),0% (0/7),1/4,0/0,2/3,0/0,1/2
2018 Monterrey R32,W vs Arconada,64% (9/14),67% (6/9),3/4,47% (7/15),29% (2/7),5/6,2/2,0/1,1/1,0/0
2017 Santiago $25K QF,L vs Hendler,18% (2/11),50% (1/2),0/2,50% (5/10),60% (3/5),1/1,0/0,1/1,0/0,0/0
2017 Santiago $25K R32,W vs Giangreco Campiz,50% (8/16),88% (7/8),3/5,44% (7/16),0% (0/7),3/7,1/2,1/2,0/1,1/1
2017 Santiago $15K SF,L vs Pivovarova,64% (9/14),89% (8/9),5/6,57% (8/14),13% (1/8),4/8,1/3,1/1,0/0,1/1
2017 Santiago $15K R16,W vs Hendler,80% (8/10),100% (8/8),4/5,60% (6/10),17% (1/6),2/6,0/2,0/0,0/1,0/0
2025 (1 matches),,71.4%,100.0%,62.5%,76.9%,10.0%,37.5%,0.0%,0.0%,-,-
2024 (1 matches),,37.5%,66.7%,0.0%,85.7%,0.0%,0.0%,-,50.0%,-,-
2019 (12 matches),,44.4%,88.5%,20.6%,42.4%,26.0%,76.9%,75.0%,62.5%,62.5%,50.0%
2018 (2 matches),,65.2%,66.7%,60.0%,58.3%,14.3%,60.0%,100.0%,50.0%,100.0%,50.0%
2017 (49 matches),,61.6%,87.4%,48.3%,49.9%,25.2%,65.8%,66.0%,73.9%,70.8%,62.5%
Career (138 matches),,56.7%,85.6%,44.7%,53.1%,22.6%,63.3%,66.9%,48.7%,64.6%,40.4%
