Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 W100 Evansville SF,L vs Vidmanova,27,25,1.1,23.5%,21.7%,25,19,1.3,24.8%,18.8%,17.8%,6.9%,7.0,12.2%,1.7%
2025 s Hertogenbosch R32,L vs Cocciaretto,10,47,0.2,6.2%,29.0%,9,43,0.2,6.0%,28.9%,3.4%,2.0%,0.4,10.5%,24.1%
2024 Hua Hin 2 SF,L vs Siegemund,11,30,0.4,9.4%,25.6%,10,29,0.3,9.0%,26.1%,7.2%,1.8%,0.5,12.8%,23.9%
2024 Hua Hin 2 R16,W vs Gao,37,38,1.0,23.6%,24.2%,34,35,1.0,23.1%,23.8%,14.3%,8.8%,0.4,7.6%,19.7%
2024 US Open Q3,L vs Shibahara,17,38,0.4,10.4%,23.3%,16,32,0.5,11.1%,22.2%,10.4%,0.7%,0.7,15.3%,21.5%
2024 US Open Q2,W vs Marino,15,30,0.5,11.0%,22.1%,13,29,0.4,10.7%,24.0%,8.3%,1.7%,0.5,12.5%,26.5%
2024 US Open Q1,W vs Lamens,11,27,0.4,9.8%,24.1%,8,24,0.3,7.9%,23.8%,6.9%,1.0%,0.2,6.3%,29.5%
2023 W100 Dubai F,L vs Tikhonova,9,31,0.3,6.8%,23.3%,9,26,0.3,7.6%,21.8%,1.7%,5.9%,1.3,18.0%,14.3%
2022 W80 Rancho Santa Fe CA R16,L vs Scott,35,24,1.5,26.7%,18.3%,31,21,1.5,27.0%,18.3%,15.7%,11.3%,4.0,12.2%,3.1%
2022 Seoul R32,L vs Linette,14,40,0.4,10.5%,30.1%,14,34,0.4,11.8%,28.6%,8.4%,3.4%,0.7,6.0%,9.0%
2022 s Hertogenbosch R16,L vs Sabalenka,12,17,0.7,12.6%,17.9%,10,13,0.8,12.0%,15.7%,6.0%,3.6%,2.1,22.1%,10.5%
2022 s Hertogenbosch R32,W vs Preston,24,59,0.4,12.0%,29.5%,22,44,0.5,12.6%,25.3%,7.5%,5.2%,0.3,8.0%,25.0%
2022 Charleston R64,L vs Bondar,20,38,0.5,15.2%,28.8%,20,34,0.6,16.3%,27.6%,11.4%,4.9%,1.7,18.2%,10.6%
2022 Australian Open R128,L vs Anisimova,14,37,0.4,7.5%,19.9%,13,32,0.4,7.3%,18.1%,5.6%,1.7%,0.5,11.8%,22.0%
2021 Luxembourg R16,L vs Ostapenko,25,37,0.7,14.5%,21.5%,19,30,0.6,12.5%,19.7%,7.2%,5.3%,0.6,12.8%,20.9%
2021 Luxembourg R32,W vs Friedsam,56,66,0.8,24.1%,28.4%,51,56,0.9,24.3%,26.7%,18.1%,6.2%,0.5,7.8%,14.7%
Career (16 matches),,337,584,0.6,14.2%,24.6%,304,501,0.6,14.2%,23.3%,9.6%,4.4%,0.7,11.7%,17.8%
