Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 ITF Evansville SF,L vs Vidmanova,11.9%,22.0%,34.9%,19.4%,35.5%,40.0%,37.5%,80.0%,33.3%,5.3%,10.5%,27.8%,25.0%,36.4%,33.3%,-73
2025 s Hertogenbosch R32,L vs Cocciaretto,29.5%,37.2%,47.1%,30.0%,38.0%,45.7%,15.8%,35.5%,25.0%,33.3%,41.7%,50.0%,0.0%,50.0%,-,68
2024 Hua Hin SF,L vs Siegemund,8.0%,16.0%,48.8%,9.1%,15.2%,53.3%,26.7%,38.9%,100.0%,8.3%,25.0%,36.4%,33.3%,33.3%,66.7%,-30
2024 Hua Hin R16,W vs Gao,18.2%,27.3%,55.0%,27.3%,36.4%,53.1%,15.0%,45.8%,0.0%,6.7%,16.7%,57.1%,20.0%,33.3%,100.0%,-49
2024 US Open Q3,L vs Shibahara,17.1%,21.1%,38.6%,21.6%,27.5%,42.5%,10.0%,38.7%,33.3%,10.5%,10.5%,29.4%,9.1%,25.0%,0.0%,-27
2024 US Open Q2,W vs Marino,23.5%,30.9%,47.1%,22.5%,32.5%,48.4%,16.7%,50.0%,100.0%,25.9%,29.6%,45.0%,7.7%,14.3%,50.0%,-61
2024 US Open Q1,W vs Lamens,15.9%,23.8%,60.0%,19.4%,25.0%,48.3%,6.7%,33.3%,33.3%,12.5%,25.0%,76.2%,16.7%,8.3%,0.0%,9
2023 ITF Dubai F,L vs Tikhonova,17.9%,32.8%,36.7%,20.9%,37.2%,41.2%,26.1%,75.0%,100.0%,16.7%,33.3%,26.7%,28.6%,36.4%,100.0%,31
2023 US Open Q3,W vs Jacquemot,12.5%,20.3%,40.7%,13.5%,18.9%,34.4%,11.8%,15.0%,25.0%,12.0%,24.0%,50.0%,18.2%,0.0%,0.0%,-14
2022 ITF Las Vegas R16,L vs Scott,14.5%,31.9%,51.8%,15.0%,32.5%,47.1%,35.0%,30.0%,100.0%,15.4%,34.6%,59.1%,40.0%,6.3%,0.0%,21
2022 Seoul R32,L vs Linette,10.2%,25.4%,44.7%,11.1%,30.6%,46.9%,33.3%,38.9%,25.0%,11.8%,23.5%,40.0%,16.7%,63.6%,100.0%,-19
2022 s Hertogenbosch R16,L vs Sabalenka,26.4%,34.0%,37.1%,31.4%,34.3%,37.5%,29.4%,33.3%,0.0%,21.4%,42.9%,36.4%,12.5%,50.0%,66.7%,73
2022 s Hertogenbosch R32,W vs Preston,23.8%,26.7%,44.6%,28.0%,32.0%,44.4%,47.8%,11.1%,12.5%,27.5%,30.0%,44.8%,22.7%,5.6%,0.0%,111
2022 Roland Garros Q1,L vs Cocciaretto,18.2%,31.8%,31.3%,17.2%,34.5%,29.2%,0.0%,8.3%,100.0%,27.3%,36.4%,37.5%,0.0%,0.0%,-,111
2022 Charleston R64,L vs Bondar,17.6%,32.4%,38.5%,22.0%,43.9%,46.9%,46.7%,19.2%,0.0%,13.0%,17.4%,25.0%,6.7%,50.0%,0.0%,9
2022 Australian Open R128,L vs Anisimova,23.8%,26.7%,38.7%,26.1%,30.4%,41.2%,33.3%,36.4%,77.8%,22.6%,22.6%,33.3%,15.4%,33.3%,60.0%,64
2022 Australian Open Q3,L vs Niemeier,24.4%,30.8%,49.1%,24.5%,34.0%,62.5%,76.9%,7.4%,0.0%,28.6%,28.6%,13.3%,12.5%,7.7%,33.3%,89
2021 Luxembourg R16,L vs Ostapenko,19.6%,27.2%,43.3%,20.3%,32.2%,40.4%,18.5%,9.4%,12.5%,23.1%,23.1%,50.0%,0.0%,8.3%,20.0%,90
2021 Luxembourg R32,W vs Friedsam,21.7%,37.5%,52.4%,28.6%,49.2%,57.8%,20.7%,23.5%,25.0%,17.0%,29.8%,46.2%,29.4%,23.3%,20.0%,43
Last 52 Weeks (2 matches),,21.9%,30.7%,41.5%,25.9%,37.0%,43.3%,25.7%,50.0%,28.6%,20.9%,27.9%,38.2%,10.0%,43.5%,33.3%,77
Career (19 matches),,19.4%,28.6%,44.8%,22.3%,33.2%,45.8%,27.9%,31.6%,37.2%,18.3%,26.4%,43.1%,16.4%,23.7%,34.9%,56
