Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,38,17,21,44.7%,37-46,44.6%,356-396,47.3%,7-2,77.8%,38,58.9%,36.2%,3.7%,7.7%,55.5%,62.9%,42.6%,53.9%,43.3%,48.7%,0.94,F (W75 Targu Mures)
2024,37,20,17,54.1%,43-38,53.1%,392-381,50.7%,2-4,33.3%,5,62.3%,46.2%,2.9%,5.9%,57.8%,64.4%,43.4%,55.6%,48.5%,51.8%,1.09,SF (4x)
2023,65,38,27,58.5%,86-67,56.2%,760-655,53.7%,8-14,36.4%,1,44.4%,11.1%,4.2%,9.9%,53.5%,60.5%,36.4%,49.3%,39.7%,44.3%,0.78,W (W25 Setubal)
2022,30,14,16,46.7%,36-35,50.7%,331-312,51.5%,3-4,42.9%,5,61.1%,37.0%,1.3%,8.2%,52.9%,61.2%,46.9%,54.5%,44.7%,49.8%,0.98,F (W25 Fredericton)
2021,54,31,23,57.4%,69-58,54.3%,598-540,52.5%,3-4,42.9%,5,58.7%,44.7%,3.0%,7.0%,61.9%,61.5%,43.5%,54.6%,47.5%,51.0%,1.05,SF (5x)
2020,19,11,8,57.9%,25-22,53.2%,229-206,52.6%,1-3,25.0%,0,,,,,,,,,,,,F (W15 Lousada)
2019,44,26,18,59.1%,60-45,57.1%,503-460,52.2%,5-3,62.5%,0,,,,,,,,,,,,W (W15 Jakarta)
2018,21,16,5,76.2%,33-14,70.2%,238-173,57.9%,2-1,66.7%,0,,,,,,,,,,,,W (Jakarta $15K)
2017,5,2,3,40.0%,5-5,50.0%,50-43,53.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
2016,9,6,3,66.7%,13-9,59.1%,103-101,50.5%,2-0,100.0%,0,,,,,,,,,,,,F (Amstelveen $10K)
Career,322,181,141,56.2%,407-339,54.6%,3560-3267,52.1%,33-36,47.8%,54,59.2%,37.6%,3.3%,7.6%,55.9%,62.7%,43.1%,54.1%,44.3%,49.2%,0.96,
