Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 ITF Evansville SF,L vs Vidmanova,67.8%,65.0%,8.5%,2/3,2.41,16.3%,67.4%,61.3%,2.2%,2.49,28.0%,75.0%,77.8%,33.3%,2.31,0.0%
2025 s Hertogenbosch R32,L vs Cocciaretto,63.1%,45.3%,4.8%,2/2,2.50,9.8%,59.1%,38.5%,4.5%,2.52,14.3%,77.1%,51.9%,5.7%,2.47,0.0%
2024 Hua Hin SF,L vs Siegemund,67.2%,55.6%,1.5%,0/1,2.35,41.5%,69.2%,50.0%,1.9%,2.51,46.7%,69.2%,77.8%,0.0%,1.92,27.3%
2024 Hua Hin R16,W vs Gao,82.5%,62.1%,6.3%,2/3,2.36,0.0%,80.0%,60.0%,2.0%,2.31,0.0%,92.9%,65.4%,14.3%,2.40,0.0%
2024 US Open Q3,L vs Shibahara,65.5%,61.4%,5.7%,5/0,2.54,5.3%,60.4%,56.3%,5.7%,2.51,7.5%,86.2%,68.0%,6.9%,2.58,0.0%
2024 US Open Q2,W vs Marino,63.2%,62.8%,5.9%,2/2,2.40,4.0%,67.5%,51.9%,0.0%,2.25,6.7%,69.6%,81.3%,17.4%,2.63,0.0%
2024 US Open Q1,W vs Lamens,67.3%,66.7%,8.2%,1/3,2.61,2.1%,68.8%,68.2%,9.4%,2.59,3.7%,68.8%,63.6%,6.3%,2.63,0.0%
2023 ITF Dubai F,L vs Tikhonova,67.6%,50.0%,5.9%,2/2,2.12,14.3%,64.9%,37.5%,5.4%,2.11,17.6%,84.6%,63.6%,7.7%,2.14,6.7%
2023 US Open Q3,W vs Jacquemot,70.4%,39.5%,5.6%,2/1,2.23,3.8%,75.8%,32.0%,3.0%,2.26,6.5%,76.5%,53.8%,11.8%,2.19,0.0%
2022 ITF Las Vegas R16,L vs Scott,58.1%,50.0%,8.1%,3/2,2.43,1.8%,56.1%,47.8%,7.3%,2.45,2.9%,72.2%,53.8%,11.1%,2.39,0.0%
2022 Seoul R32,L vs Linette,63.5%,57.4%,1.4%,1/0,2.24,2.1%,69.0%,44.8%,2.4%,2.34,3.1%,69.2%,77.8%,0.0%,2.03,0.0%
2022 s Hertogenbosch R16,L vs Sabalenka,47.9%,56.5%,6.3%,2/1,2.52,11.4%,35.7%,30.0%,7.1%,2.60,12.5%,76.5%,76.9%,5.9%,2.35,9.1%
2022 s Hertogenbosch R32,W vs Preston,69.5%,56.1%,6.3%,3/3,2.22,3.1%,72.7%,57.5%,1.8%,2.20,5.6%,78.8%,53.8%,15.2%,2.25,0.0%
2022 Roland Garros Q1,L vs Cocciaretto,74.6%,48.9%,3.2%,2/0,2.52,0.0%,75.0%,54.5%,4.5%,2.55,0.0%,87.5%,35.7%,0.0%,2.42,0.0%
2022 Charleston R64,L vs Bondar,68.8%,54.5%,3.1%,0/2,2.14,13.5%,67.6%,40.0%,5.4%,2.25,21.9%,73.1%,73.7%,0.0%,1.97,0.0%
2022 Australian Open R128,L vs Anisimova,76.5%,53.2%,22.2%,10/8,2.67,0.0%,75.5%,47.5%,28.3%,2.72,0.0%,88.0%,63.6%,12.0%,2.57,0.0%
2022 Australian Open Q3,L vs Niemeier,67.0%,59.0%,5.5%,4/1,2.34,0.0%,64.2%,50.0%,5.7%,2.19,0.0%,84.4%,70.4%,6.3%,2.73,0.0%
2021 Luxembourg R16,L vs Ostapenko,56.3%,57.8%,10.0%,4/4,2.34,15.6%,59.2%,51.7%,8.2%,2.47,22.7%,59.3%,68.8%,14.8%,2.06,0.0%
2021 Luxembourg R32,W vs Friedsam,67.9%,59.2%,3.6%,2/2,2.23,16.7%,64.6%,54.7%,2.4%,2.20,26.7%,76.7%,69.6%,6.7%,2.27,5.1%
Last 52 Weeks (2 matches),,65.0%,53.8%,6.3%,44.4%,2.46,12.8%,63.3%,50.9%,3.3%,2.51,20.0%,76.6%,58.3%,12.8%,2.38,0.0%
Career (19 matches),,67.0%,56.0%,6.4%,55.1%,2.37,8.2%,66.5%,50.6%,5.6%,2.40,11.8%,77.7%,65.0%,8.9%,2.34,1.9%
