Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 ITF Evansville SF,L vs Vidmanova,3.2,3.1,3.2,36.3%,60.9%,63.6%,25.0%,48.9%,4.2%,5.5,8.1,9.5,13.8
2025 s Hertogenbosch R32,L vs Cocciaretto,3.1,3.3,2.9,45.8%,50.0%,53.3%,25.0%,55.1%,3.1%,-5.0,-4.3,-4.5,-4.8
2024 Hua Hin SF,L vs Siegemund,4.2,4.6,3.9,34.8%,46.7%,66.7%,75.0%,53.1%,5.0%,2.5,2.3,-0.5,-0.5
2024 Hua Hin R16,W vs Gao,4.4,3.9,4.8,53.3%,54.5%,73.3%,68.4%,50.0%,3.9%,24.5,16.1,6.5,4.4
2024 US Open Q3,L vs Shibahara,3.9,4.2,3.6,41.5%,51.2%,56.3%,50.0%,50.0%,3.0%,6.0,4.5,5.0,4.0
2024 US Open Q2,W vs Marino,3.6,3.8,3.5,52.6%,60.5%,42.9%,37.5%,56.9%,4.4%,5.5,4.7,4.5,5.3
2024 US Open Q1,W vs Lamens,3.8,4.0,3.4,45.5%,70.8%,72.2%,75.0%,57.5%,1.3%,13.0,12.5,3.0,3.9
2023 ITF Dubai F,L vs Tikhonova,3.1,3.0,3.1,43.8%,43.5%,33.3%,50.0%,51.2%,8.9%,-2.5,-3.1,6.5,9.0
2023 US Open Q3,W vs Jacquemot,4.3,4.7,3.8,34.3%,48.0%,58.3%,54.5%,53.2%,5.8%,3.0,2.6,-11.0,-11.6
2022 ITF Las Vegas R16,L vs Scott,3.5,3.9,3.0,36.7%,54.8%,76.5%,25.0%,46.8%,7.6%,21.5,27.2,5.0,5.9
2022 Seoul R32,L vs Linette,4.0,3.6,4.3,38.8%,44.4%,54.5%,73.3%,51.1%,5.2%,9.0,7.5,9.0,8.3
2022 s Hertogenbosch R16,L vs Sabalenka,2.7,2.9,2.5,36.6%,41.7%,75.0%,100.0%,61.2%,2.6%,4.0,7.0,0.5,1.4
2022 s Hertogenbosch R32,W vs Preston,3.4,3.1,3.6,48.7%,48.3%,62.5%,28.6%,44.8%,3.1%,0.0,0.0,-1.0,-0.6
2022 Roland Garros Q1,L vs Cocciaretto,4.0,4.2,3.9,43.9%,50.0%,20.0%,20.0%,55.7%,3.7%,3.0,3.0,-2.5,-3.2
2022 Charleston R64,L vs Bondar,3.9,3.8,4.0,47.2%,41.0%,38.5%,25.0%,40.9%,8.5%,8.5,9.7,-9.5,-8.0
2022 Australian Open R128,L vs Anisimova,3.2,3.2,3.2,47.7%,46.3%,50.0%,71.4%,54.1%,11.2%,7.0,5.6,7.0,7.4
2022 Australian Open Q3,L vs Niemeier,3.4,3.8,3.0,48.6%,51.2%,70.0%,85.7%,53.0%,8.3%,8.0,6.5,0.0,0.0
2021 Luxembourg R16,L vs Ostapenko,2.9,3.3,2.5,50.8%,28.2%,42.9%,25.0%,50.3%,7.4%,-1.5,-1.6,4.0,4.7
2021 Luxembourg R32,W vs Friedsam,3.9,3.6,4.3,42.7%,61.0%,48.0%,64.7%,50.0%,4.6%,21.0,10.7,1.0,0.5
Last 52 Weeks (2 matches),,3.1,3.2,3.1,41.7%,54.2%,57.7%,25.0%,52.7%,3.6%,0.3,0.3,2.5,3.1
Career (19 matches),,3.6,3.6,3.5,44.3%,50.2%,55.9%,54.7%,51.3%,5.4%,7.0,6.3,1.7,1.7
