Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,252,142,110,56.3%,341-293,53.8%,3045-2952,50.8%,62-48,56.4%,122,74.2%,25.8%,2.6%,3.7%,59.0%,67.0%,50.8%,60.4%,39.2%,49.7%,0.99
Clay,187,101,86,54.0%,251-230,52.2%,2308-2223,50.9%,33-27,55.0%,83,69.2%,31.7%,2.2%,3.4%,60.3%,64.0%,50.0%,58.5%,42.5%,50.4%,1.02
Grass,12,5,7,41.7%,15-22,40.5%,161-180,47.2%,2-4,33.3%,6,75.7%,23.6%,2.6%,4.9%,54.2%,69.1%,49.8%,60.3%,39.1%,49.3%,0.99
Carpet,40,19,21,47.5%,46-45,50.5%,433-433,50.0%,7-6,53.8%,16,69.5%,28.5%,2.0%,2.9%,62.6%,63.3%,48.6%,57.8%,39.4%,49.2%,0.93
Grand Slams,67,35,32,52.2%,125-120,51.0%,1156-1147,50.2%,14-17,45.2%,36,72.9%,26.1%,2.4%,3.6%,59.4%,66.2%,48.2%,58.9%,38.7%,48.6%,0.94
Masters,93,48,45,51.6%,105-114,47.9%,1005-1046,49.0%,21-17,55.3%,57,70.4%,27.9%,2.4%,3.1%,58.5%,64.2%,51.1%,58.8%,40.5%,49.7%,0.98
Other Tours,286,156,130,54.5%,331-287,53.6%,2954-2856,50.8%,63-44,58.9%,134,72.8%,28.7%,2.4%,3.7%,60.0%,66.3%,51.0%,60.1%,41.1%,50.6%,1.03
Best of 5,117,65,52,55.6%,222-202,52.4%,2040-1978,50.8%,28-26,51.9%,37,72.9%,26.3%,2.3%,3.6%,59.6%,66.1%,48.5%,59.0%,38.9%,48.7%,0.95
Best of 3,374,202,172,54.0%,431-388,52.6%,3907-3810,50.6%,76-59,56.3%,190,72.0%,28.4%,2.5%,3.6%,59.5%,65.7%,51.0%,59.7%,40.9%,50.3%,1.02
Finals,11,8,3,72.7%,17-9,65.4%,130-112,53.7%,5-1,83.3%,6,74.4%,36.7%,0.8%,2.4%,59.7%,68.1%,53.2%,62.1%,45.1%,53.3%,1.19
Semi-finals,22,11,11,50.0%,23-25,47.9%,216-235,47.9%,4-2,66.7%,12,72.6%,24.3%,1.6%,4.1%,60.0%,63.4%,52.9%,59.2%,39.3%,49.5%,0.96
Quarter-finals,36,22,14,61.1%,46-37,55.4%,378-392,49.1%,12-3,80.0%,19,69.3%,24.8%,3.1%,2.8%,63.9%,64.5%,50.5%,59.4%,38.5%,49.2%,0.95
vs Righties,409,225,184,55.0%,549-494,52.6%,4978-4847,50.7%,85-67,55.9%,183,72.4%,28.0%,2.5%,3.5%,59.6%,65.9%,50.0%,59.5%,40.5%,49.9%,1.00
vs Lefties,79,39,40,49.4%,98-95,50.8%,930-923,50.2%,18-18,50.0%,44,71.6%,27.6%,2.2%,3.9%,59.0%,65.1%,52.0%,59.7%,39.7%,49.8%,0.99
vs Top 10,46,13,33,28.3%,36-82,30.5%,453-633,41.7%,3-5,37.5%,23,66.8%,26.1%,2.6%,3.4%,59.8%,63.3%,46.9%,56.7%,39.0%,47.9%,0.90
