Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2015,7,3,4,42.9%,8-8,50.0%,74-79,48.4%,1-1,50.0%,0,,,,,,,,,,,,QF (Plantation FL $25K)
2014,25,14,11,56.0%,31-26,54.4%,302-277,52.2%,7-4,63.6%,0,,,,,,,,,,,,SF (Bagnatica 15K)
2013,20,9,11,45.0%,19-25,43.2%,181-210,46.3%,2-1,66.7%,0,,,,,,,,,,,,F (Dubai 75K)
2012,30,20,10,66.7%,44-26,62.9%,368-294,55.6%,6-7,46.2%,0,,,,,,,,,,,,W (2x)
2011,24,12,12,50.0%,27-32,45.8%,274-286,48.9%,2-7,22.2%,0,,,,,,,,,,,,SF (Cagnes Sur Mer 100K)
2010,22,12,10,54.5%,25-26,49.0%,242-239,50.3%,2-5,28.6%,0,,,,,,,,,,,,SF (3x)
2009,26,18,8,69.2%,40-24,62.5%,343-279,55.1%,6-6,50.0%,0,,,,,,,,,,,,W (2x)
2008,18,7,11,38.9%,15-23,39.5%,168-186,47.5%,1-4,20.0%,0,,,,,,,,,,,,SF (Krakow 100K)
2007,3,0,3,0.0%,0-5,0.0%,16-31,34.0%,0-0,-,0,,,,,,,,,,,,R32 (3x)
2005,6,2,4,33.3%,6-9,40.0%,71-69,50.7%,0-1,0.0%,0,,,,,,,,,,,,QF (Fano 75K)
2003,45,31,14,68.9%,68-35,66.0%,540-423,56.1%,5-6,45.5%,0,,,,,,,,,,,,W (San Luis Potosi 25K)
2002,36,23,13,63.9%,49-35,58.3%,413-343,54.6%,1-5,16.7%,0,,,,,,,,,,,,W (2x)
2001,41,28,13,68.3%,60-34,63.8%,486-387,55.7%,5-7,41.7%,0,,,,,,,,,,,,W (2x)
2000,49,30,19,61.2%,57-48,54.3%,508-478,51.5%,5-5,50.0%,0,,,,,,,,,,,,W (Spoleto 10K)
1999,14,6,8,42.9%,16-18,47.1%,150-163,47.9%,0-3,0.0%,0,,,,,,,,,,,,QF (2x)
1998,10,5,5,50.0%,8-12,40.0%,81-92,46.8%,3-0,100.0%,0,,,,,,,,,,,,SF (Lido Di Camaiore 10K)
1997,1,0,1,0.0%,0-2,0.0%,2-12,14.3%,0-0,-,0,,,,,,,,,,,,R32 (Fano 10K)
Career,377,220,157,58.4%,473-388,54.9%,4219-3848,52.3%,46-62,42.6%,0,,,,,,,,,,,,
