Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Porto R16,W vs Evtimova,1.09,1.54,42.9,2.3,-,63.6%,-,56.3%,55.6%,57.7%
2019 W25 Palmela R16,W vs Grey,1.03,1.22,67.7,5.2,-,57.8%,-,61.9%,54.2%,40.0%
2019 W60 Les Franqueses del Valles R32,L vs Dunne,0.83,0.67,47.5,3.4,0.0%,64.5%,0.0%,32.0%,36.7%,44.4%
2019 W25 Obidos SF,L vs Bolkvadze,0.82,0.50,40.6,2.2,0.0%,60.0%,0.0%,61.9%,18.5%,30.4%
2019 W25 Obidos QF,W vs Ozgen,1.12,1.26,48.4,3.9,0.0%,43.8%,0.0%,59.4%,50.0%,59.0%
2019 W25 Obidos R16,W vs Bucsa,1.08,1.18,67.9,17.9,0.0%,54.8%,3.6%,50.0%,54.9%,49.0%
2019 W25 Obidos Q2,W vs Jorge,1.14,1.58,45.1,2.0,3.2%,61.3%,0.0%,50.0%,65.4%,57.1%
2019 W25 Grenoble R16,L vs Pattinama Kerkhove,0.88,0.75,50.1,2.2,0.0%,50.0%,0.0%,56.3%,35.6%,45.5%
2019 W25 Grenoble Q1,W vs Arcangioli,1.23,1.30,61.6,3.3,2.6%,48.7%,0.0%,63.9%,45.7%,47.1%
2017 Jablonec nad Nisou $15K QF,W vs Fomina,1.02,1.37,53.0,2.4,0.0%,60.0%,0.0%,61.3%,57.1%,48.4%
2017 Jablonec nad Nisou $15K R16,W vs Milenkovic,0.95,1.65,45.8,2.0,0.0%,65.4%,4.2%,50.0%,66.7%,78.9%
2017 Jablonec nad Nisou $15K R32,W vs Michel,1.03,1.20,69.3,9.3,5.8%,67.3%,0.0%,63.8%,36.0%,44.7%
2017 Milovice $15K QF,L vs Arcangioli,0.90,0.87,67.1,2.9,0.0%,49.0%,0.0%,52.2%,41.2%,55.3%
2017 Milovice $15K R16,W vs Mendesova,1.10,1.47,46.8,2.0,0.0%,65.6%,0.0%,59.4%,56.3%,43.3%
2017 Milovice $15K R32,W vs Kladivova,1.13,1.31,60.4,2.1,0.0%,52.9%,0.0%,60.0%,48.5%,53.3%
2017 Helsinki $15K F,W vs Sugnaux,1.27,1.16,76.3,41.8,0.0%,51.1%,0.0%,50.0%,38.8%,52.2%
2017 Helsinki $15K SF,W vs Sarkisova,1.10,1.19,67.6,6.4,0.0%,48.8%,0.0%,57.5%,51.2%,50.0%
2017 Helsinki $15K QF,W vs Yardley,1.18,2.47,30.4,2.0,10.5%,84.2%,0.0%,55.6%,60.0%,64.0%
2017 Helsinki $15K R16,W vs Orpana,1.15,1.29,57.5,49.2,3.9%,60.8%,0.0%,45.7%,52.5%,51.3%
2017 Helsinki $15K R32,W vs Wargnier,1.05,1.42,47.0,2.0,0.0%,59.5%,2.9%,55.9%,54.3%,60.6%
2019 (9 matches),,1.03,1.09,54.7,3.1,0.6%,55.7%,0.7%,54.9%,46.8%,47.7%
2017 (33 matches),,1.01,1.10,59.2,2.9,1.3%,56.0%,0.6%,54.6%,46.5%,50.2%
2016 (21 matches),,1.02,1.03,53.5,2.7,1.1%,54.8%,0.6%,55.4%,44.2%,46.6%
2014 (6 matches),,1.14,1.12,53.2,2.2,0.0%,56.8%,0.5%,52.2%,41.8%,47.1%
2013 (2 matches),,1.02,0.95,54.6,2.1,2.6%,56.4%,1.5%,47.8%,44.3%,44.8%
Career (71 matches),,1.03,1.08,56.4,2.8,1.1%,55.7%,0.6%,54.5%,45.4%,48.5%
