Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,18,12,6,66.7%,2,1,1,50.0%,2000,2005,R32,3,1.02,5.4%,10.0%,60.2%,63.9%,44.3%,56.1%,44.7%,63.3%,50.0%
Roland Garros,3,Clay,11,7,4,63.6%,1,0,1,0.0%,2000,2003,QF,2,0.94,2.3%,12.6%,56.3%,61.2%,23.7%,44.8%,52.0%,18.2%,66.7%
Wimbledon,4,Grass,11,7,4,63.6%,2,2,0,100.0%,2000,2004,R16,2,1.03,1.8%,9.1%,55.5%,59.0%,42.9%,51.8%,49.6%,61.1%,44.4%
US Open,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2000,2003,R64,1,0.88,2.7%,5.3%,61.3%,52.2%,41.4%,48.0%,45.8%,33.3%,50.0%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2001,2001,,0,,,,,,,,,,
Tokyo,5,Carpet,16,10,6,62.5%,5,2,3,40.0%,2000,2004,QF,0,,,,,,,,,,
Gold Coast,3,Hard,11,8,3,72.7%,6,3,3,50.0%,2000,2004,R16,0,,,,,,,,,,
Doha,3,Hard,11,8,3,72.7%,3,3,0,100.0%,2001,2004,SF,0,,,,,,,,,,
Dubai,3,Hard,10,7,3,70.0%,2,0,2,0.0%,2001,2004,QF,0,,,,,,,,,,
Rome,3,Clay,8,5,3,62.5%,1,0,1,0.0%,2000,2003,R16,0,,,,,,,,,,
Miami,3,Hard,7,4,3,57.1%,2,0,2,0.0%,2000,2004,R64,0,,,,,,,,,,
