Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,73,36,37,49.3%,76-79,49.0%,736-740,49.9%,10-14,41.7%,4,-,-,4.7%,8.8%,60.5%,60.9%,43.6%,54.1%,45.0%,49.5%,0.98
Clay,29,13,16,44.8%,32-35,47.8%,293-304,49.1%,1-5,16.7%,2,-,-,2.3%,12.6%,56.3%,61.2%,23.7%,44.8%,52.0%,48.7%,0.94
Grass,19,9,10,47.4%,22-22,50.0%,199-199,50.0%,2-0,100.0%,2,-,-,1.8%,9.1%,55.5%,59.0%,42.9%,51.8%,49.6%,50.6%,1.03
Carpet,15,7,8,46.7%,19-21,47.5%,180-193,48.3%,3-1,75.0%,0,,,,,,,,,,,
Grand Slams,26,12,14,46.2%,28-29,49.1%,255-260,49.5%,2-3,40.0%,8,-,-,3.7%,9.5%,58.6%,60.6%,39.7%,51.9%,47.4%,49.6%,0.99
Premiers,62,28,34,45.2%,62-76,44.9%,620-666,48.2%,5-10,33.3%,0,,,,,,,,,,,
Internationals,36,18,18,50.0%,43-40,51.8%,399-392,50.4%,8-6,57.1%,0,,,,,,,,,,,
Finals,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,
Semi-finals,5,1,4,20.0%,3-9,25.0%,49-69,41.5%,0-1,0.0%,0,,,,,,,,,,,
Quarter-finals,11,5,6,45.5%,9-13,40.9%,94-108,46.5%,1-1,50.0%,0,,,,,,,,,,,
vs Righties,122,56,66,45.9%,130-147,46.9%,1257-1323,48.7%,16-18,47.1%,6,-,-,4.1%,10.4%,60.0%,62.1%,38.4%,52.6%,45.6%,48.9%,0.96
vs Lefties,14,9,5,64.3%,19-10,65.5%,151-113,57.2%,0-2,0.0%,2,-,-,2.3%,7.0%,54.7%,55.7%,43.1%,50.0%,53.1%,51.6%,1.06
vs Top 10,16,2,14,12.5%,4-29,12.1%,101-193,34.4%,0-3,0.0%,2,-,-,1.0%,12.0%,59.0%,54.2%,29.3%,44.0%,38.5%,41.1%,0.69
