Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,48,30,18,62.5%,76-48,61.3%,661-568,53.8%,6-10,37.5%,48,84.2%,23.8%,7.2%,2.9%,64.4%,72.3%,56.1%,66.5%,38.0%,52.0%,1.13
Clay,22,18,4,81.8%,43-15,74.1%,312-244,56.1%,4-3,57.1%,22,81.6%,29.9%,3.7%,1.4%,68.4%,69.5%,54.3%,64.7%,41.4%,52.8%,1.17
Grass,1,0,1,0.0%,1-3,25.0%,14-23,37.8%,0-0,-,1,72.2%,5.3%,5.6%,4.7%,58.9%,61.9%,61.4%,61.7%,29.7%,45.4%,0.78
Grand Slams,17,13,4,76.5%,41-15,73.2%,304-219,58.1%,1-2,33.3%,17,83.9%,32.3%,6.3%,2.8%,63.5%,72.0%,56.9%,66.5%,42.2%,53.8%,1.26
Masters,29,19,10,65.5%,43-27,61.4%,360-331,52.1%,6-5,54.5%,29,79.2%,24.8%,4.0%,2.1%,66.4%,68.9%,53.1%,63.6%,39.1%,51.2%,1.07
Other Tours,22,15,7,68.2%,34-19,64.2%,294-245,54.5%,3-6,33.3%,22,88.0%,21.1%,8.6%,2.4%,66.5%,75.0%,57.5%,69.2%,36.3%,52.4%,1.18
Best of 5,17,13,4,76.5%,41-15,73.2%,304-219,58.1%,1-2,33.3%,17,83.9%,32.3%,6.3%,2.8%,63.5%,72.0%,56.9%,66.5%,42.2%,53.8%,1.26
Best of 3,54,35,19,64.8%,79-51,60.8%,683-616,52.6%,9-11,45.0%,54,82.8%,22.3%,6.0%,2.3%,66.4%,70.9%,55.2%,65.6%,37.5%,51.4%,1.09
Finals,4,0,4,0.0%,3-8,27.3%,45-60,42.9%,0-2,0.0%,4,72.5%,15.4%,9.1%,1.6%,62.9%,65.5%,55.9%,61.9%,35.1%,47.6%,0.92
Semi-finals,8,4,4,50.0%,9-11,45.0%,102-104,49.5%,1-4,20.0%,8,75.5%,23.8%,3.9%,2.3%,69.5%,67.9%,45.0%,60.9%,36.5%,49.3%,0.93
Quarter-finals,12,8,4,66.7%,20-8,71.4%,147-120,55.1%,1-1,50.0%,12,83.7%,24.8%,6.4%,2.1%,66.3%,72.3%,54.2%,66.2%,39.2%,52.3%,1.16
vs Righties,65,46,19,70.8%,113-59,65.7%,919-769,54.4%,10-11,47.6%,65,83.1%,25.9%,5.9%,2.5%,65.7%,71.0%,55.8%,65.8%,39.0%,52.2%,1.14
vs Lefties,6,2,4,33.3%,7-7,50.0%,68-66,50.7%,0-2,0.0%,6,83.6%,17.6%,8.7%,2.5%,63.5%,74.6%,54.4%,67.2%,37.1%,51.0%,1.13
vs Top 10,18,7,11,38.9%,21-25,45.7%,205-237,46.4%,2-3,40.0%,18,72.6%,20.1%,4.6%,2.4%,65.7%,64.8%,51.5%,60.2%,35.9%,48.3%,0.90
