Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Indian Wells R64,L vs Fucsovics,6.3%,75.0%,11.4%,57.1%,8.6%,6.1%,14.3%,10.5%,15.8%,1.7%,50.0%,-21,-32
2026 Australian Open QF,L vs Djokovic,1.7%,0.0%,6.0%,77.8%,9.3%,11.5%,100.0%,20.6%,44.4%,1.7%,20.0%,-71,-46
2026 Australian Open R16,W vs Fritz,4.4%,66.7%,9.7%,68.8%,11.3%,15.4%,0.0%,4.9%,11.1%,4.1%,72.7%,-32,9
2026 Hong Kong F,L vs Bublik,4.5%,0.0%,13.6%,52.6%,13.8%,11.5%,20.0%,8.8%,25.0%,0.4%,100.0%,-110,-91
2026 Hong Kong R16,W vs Etcheverry,4.5%,100.0%,13.2%,76.0%,7.6%,11.7%,9.5%,9.8%,23.1%,1.1%,60.0%,-82,-62
2025 Tour Finals RR,L vs Alcaraz,3.8%,100.0%,10.4%,63.6%,8.2%,8.7%,0.0%,0.0%,0.0%,1.9%,0.0%,-67,-105
2025 Tour Finals RR,W vs De Minaur,1.2%,100.0%,7.0%,78.6%,9.0%,11.1%,20.0%,12.7%,40.0%,0.4%,0.0%,-96,-77
2025 Tour Finals RR,L vs Fritz,8.8%,42.9%,11.3%,56.3%,12.6%,15.2%,20.0%,9.4%,18.2%,2.8%,16.7%,-46,-37
2025 Athens F,L vs Djokovic,3.5%,66.7%,10.9%,81.0%,9.9%,17.8%,14.3%,13.8%,29.4%,0.5%,50.0%,-84,-47
2025 Athens SF,W vs Korda,3.2%,33.3%,6.4%,58.3%,12.1%,15.8%,33.3%,18.2%,42.9%,1.4%,25.0%,-58,-12
2025 Brussels QF,L vs Mpetshi Perricard,13.8%,55.6%,13.7%,72.2%,15.6%,22.7%,0.0%,33.3%,57.1%,0.9%,0.0%,9,-59
2025 Shanghai R64,W vs Comesana,4.8%,50.0%,24.2%,77.3%,9.4%,12.5%,12.5%,12.5%,20.0%,1.5%,33.3%,-49,-65
2025 Chengdu F,L vs Tabilo,1.4%,0.0%,6.9%,64.3%,13.6%,30.6%,8.1%,15.0%,40.0%,0.6%,100.0%,-84,-65
2025 Chengdu SF,W vs Shevchenko,2.7%,100.0%,7.4%,71.4%,27.8%,35.3%,0.0%,15.4%,20.0%,0.7%,0.0%,17,-19
2025 Chengdu R16,W vs Prizmic,0.0%,-,10.5%,58.8%,10.7%,22.6%,6.3%,10.3%,44.4%,1.6%,20.0%,-58,-39
2025 US Open QF,L vs Sinner,0.0%,-,5.0%,85.7%,11.0%,28.0%,0.0%,5.8%,0.0%,2.5%,14.3%,-49,-42
2025 US Open R32,W vs Cobolli,1.7%,100.0%,11.2%,84.6%,12.1%,20.0%,0.0%,18.8%,44.4%,0.9%,0.0%,9,27
2025 Canada R64,W vs Duckworth,3.8%,100.0%,4.3%,100.0%,23.3%,33.3%,50.0%,22.2%,60.0%,0.0%,-,-79,-6
2025 Washington R32,L vs Norrie,8.8%,66.7%,10.4%,70.6%,12.7%,9.1%,0.0%,10.6%,16.7%,0.9%,0.0%,-77,-58
2025 Roland Garros SF,L vs Alcaraz,2.0%,100.0%,8.7%,93.8%,11.7%,8.7%,17.6%,10.6%,25.0%,2.2%,0.0%,-63,-59
Career (136 matches),,3.2%,66.9%,10.1%,68.5%,12.6%,16.4%,11.4%,10.0%,24.0%,2.4%,30.6%,-53,-47
