Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,15,9,6,60.0%,13,9,4,69.2%,2020,2026,QF,15,1.10,5.0%,2.4%,61.9%,69.7%,55.1%,64.1%,39.5%,57.8%,36.7%
Roland Garros,5,Clay,18,13,5,72.2%,5,4,1,80.0%,2021,2025,SF,18,1.13,3.2%,1.8%,65.6%,67.6%,54.3%,63.0%,41.6%,54.7%,44.9%
Wimbledon,5,Grass,12,7,5,58.3%,8,3,5,37.5%,2021,2025,SF,12,1.07,5.0%,3.2%,66.7%,71.2%,55.6%,66.0%,36.3%,62.5%,34.4%
US Open,5,Hard,14,9,5,64.3%,8,3,5,37.5%,2021,2025,QF,14,1.09,6.1%,4.6%,59.4%,71.3%,55.3%,64.8%,38.2%,60.5%,44.8%
Olympics,2,,7,5,2,71.4%,1,1,0,100.0%,2021,2024,W,5,1.11,3.4%,1.5%,67.7%,69.5%,48.6%,62.8%,41.3%,52.0%,42.9%
Davis Cup,3,,7,2,5,28.6%,3,1,2,33.3%,2022,2024,,4,0.74,5.7%,1.9%,62.8%,66.8%,43.2%,58.0%,31.1%,57.6%,38.9%
Indian Wells Masters,6,Hard,9,3,6,33.3%,2,0,2,0.0%,2021,2026,R32,9,0.89,3.6%,3.7%,60.7%,67.3%,45.2%,58.7%,36.9%,57.7%,31.8%
Hong Kong,2,Hard,8,5,3,62.5%,4,0,4,0.0%,2024,2026,F,8,1.11,6.5%,2.8%,69.2%,72.3%,53.7%,66.6%,37.0%,60.0%,36.7%
Paris Masters,5,Hard,11,5,6,45.5%,2,2,0,100.0%,2021,2025,QF,11,0.94,5.3%,2.5%,61.9%,68.5%,50.0%,61.4%,36.2%,47.8%,47.5%
Vienna,4,Hard,10,6,4,60.0%,2,1,1,50.0%,2021,2025,SF,9,1.02,5.1%,1.5%,66.4%,71.3%,53.6%,65.4%,35.4%,68.1%,36.6%
Shanghai Masters,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2023,2025,R16,5,1.01,6.3%,1.7%,66.9%,69.0%,48.7%,62.2%,38.1%,61.8%,31.6%
Beijing,3,Hard,7,4,3,57.1%,2,1,1,50.0%,2023,2025,QF,7,0.98,5.7%,3.1%,61.3%,70.7%,56.1%,65.0%,34.4%,52.6%,41.7%
