Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,175,90,85,51.4%,228-216,51.4%,2193-2157,50.4%,40-36,52.6%,170,79.9%,20.8%,5.9%,2.8%,63.5%,70.8%,52.7%,64.2%,36.6%,50.3%,1.02
Clay,113,73,40,64.6%,173-104,62.5%,1426-1220,53.9%,20-11,64.5%,111,77.2%,30.0%,3.0%,2.1%,66.4%,67.7%,52.2%,62.5%,41.1%,51.6%,1.09
Grass,29,18,11,62.1%,44-39,53.0%,423-401,51.3%,8-8,50.0%,29,84.5%,18.3%,5.8%,3.5%,65.2%,72.8%,53.2%,66.0%,35.5%,50.7%,1.05
Grand Slams,56,36,20,64.3%,126-80,61.2%,1062-927,53.4%,19-13,59.4%,56,80.2%,26.0%,4.7%,3.0%,63.5%,69.7%,54.7%,64.2%,39.2%,51.4%,1.09
Masters,86,47,39,54.7%,102-92,52.6%,957-947,50.3%,14-11,56.0%,86,77.2%,23.2%,4.3%,2.5%,64.4%,68.9%,51.5%,62.7%,37.9%,50.2%,1.02
Other Tours,165,95,70,57.6%,210-171,55.1%,1924-1777,52.0%,34-29,54.0%,161,80.5%,23.2%,5.2%,2.5%,65.5%,70.8%,52.2%,64.4%,37.8%,50.9%,1.06
Best of 5,59,37,22,62.7%,128-84,60.4%,1082-949,53.3%,19-13,59.4%,59,80.3%,25.7%,4.8%,2.9%,63.7%,69.8%,54.4%,64.2%,39.0%,51.4%,1.09
Best of 3,258,144,114,55.8%,317-275,53.5%,2960-2829,51.1%,49-42,53.8%,251,79.2%,22.9%,4.9%,2.5%,65.0%,70.0%,51.9%,63.7%,37.7%,50.6%,1.04
Finals,10,2,8,20.0%,8-16,33.3%,108-130,45.4%,1-6,14.3%,10,76.3%,17.1%,5.7%,1.2%,64.1%,68.5%,54.1%,63.3%,35.6%,48.5%,0.97
Semi-finals,25,10,15,40.0%,24-34,41.4%,268-292,47.9%,2-6,25.0%,25,74.1%,21.7%,3.0%,2.1%,69.5%,66.0%,47.4%,60.3%,36.5%,48.6%,0.92
Quarter-finals,42,24,18,57.1%,57-41,58.2%,495-444,52.7%,9-3,75.0%,40,79.6%,24.9%,5.4%,2.8%,64.9%,70.9%,50.8%,63.8%,38.8%,51.2%,1.07
vs Righties,281,162,119,57.7%,396-319,55.4%,3605-3379,51.6%,63-48,56.8%,274,79.1%,23.9%,4.8%,2.7%,64.7%,69.8%,52.6%,63.7%,38.0%,50.7%,1.05
vs Lefties,36,19,17,52.8%,49-40,55.1%,437-399,52.3%,5-7,41.7%,36,82.1%,21.6%,5.3%,2.2%,64.4%,71.1%,52.7%,64.6%,38.1%,50.9%,1.08
vs Top 10,49,15,34,30.6%,43-80,35.0%,513-671,43.3%,7-7,50.0%,46,68.0%,18.6%,3.3%,2.3%,65.6%,63.5%,47.5%,58.0%,34.8%,46.6%,0.83
