Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2026 Indian Wells R64,L vs Fucsovics,20% (2/10),50% (1/2),0/3,56% (5/9),20% (1/5),1/1,0/0,2/3,0/0,1/1
2026 Australian Open R16,W vs Fritz,40% (6/15),67% (4/6),0/0,13% (2/15),100% (2/2),4/4,3/3,1/1,1/1,0/0
2026 Hong Kong F,L vs Bublik,30% (3/10),33% (1/3),1/2,36% (4/11),25% (1/4),0/1,0/0,2/3,0/0,0/1
2026 Hong Kong R16,W vs Etcheverry,33% (5/15),100% (5/5),1/2,13% (2/15),0% (0/2),5/5,2/2,1/1,1/1,0/0
2025 Tour Finals RR,L vs Alcaraz,11% (1/9),0% (0/1),0/2,50% (4/8),25% (1/4),0/0,0/0,0/1,0/0,0/0
2025 Tour Finals RR,W vs De Minaur,35% (6/17),50% (3/6),0/2,25% (4/16),50% (2/4),2/2,1/1,2/2,0/0,1/1
2025 Tour Finals RR,L vs Fritz,10% (1/10),0% (0/1),0/2,67% (6/9),67% (4/6),0/0,0/0,2/2,0/0,1/1
2025 Athens F,L vs Djokovic,31% (5/16),60% (3/5),0/4,27% (4/15),0% (0/4),1/3,1/1,1/1,0/0,1/1
2025 Athens SF,W vs Korda,40% (6/15),83% (5/6),0/1,33% (5/15),60% (3/5),4/5,2/2,2/3,1/1,1/1
2025 Brussels QF,L vs Mpetshi Perricard,0% (0/11),- (0/0),0/1,18% (2/11),50% (1/2),0/0,0/0,1/1,0/0,0/0
2025 Shanghai R64,W vs Comesana,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2025 Chengdu F,L vs Tabilo,40% (6/15),33% (2/6),0/1,7% (1/14),0% (0/1),1/1,0/0,0/0,0/0,0/0
2025 Chengdu SF,W vs Shevchenko,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2025 Chengdu R16,W vs Prizmic,40% (6/15),67% (4/6),0/2,29% (4/14),50% (2/4),2/3,1/1,1/1,0/0,0/0
2025 US Open QF,L vs Sinner,23% (3/13),0% (0/3),0/5,50% (6/12),17% (1/6),0/0,0/0,1/1,0/0,0/0
2025 Canada R64,W vs Duckworth,56% (5/9),60% (3/5),0/0,10% (1/10),100% (1/1),2/2,1/1,0/0,1/1,0/0
2025 Washington R32,L vs Norrie,31% (4/13),50% (2/4),0/3,31% (4/13),0% (0/4),1/2,1/1,2/3,0/0,1/1
2025 Roland Garros QF,W vs Tiafoe,32% (6/19),83% (5/6),0/1,11% (2/19),50% (1/2),2/2,0/0,1/1,0/0,0/0
2025 Roland Garros R16,W vs Rune,42% (8/19),75% (6/8),1/3,16% (3/19),0% (0/3),5/6,3/4,1/1,1/1,0/0
2025 Roland Garros R32,W vs Navone,61% (11/18),73% (8/11),2/5,32% (6/19),17% (1/6),5/7,2/2,1/1,1/1,0/0
2026 (4 matches),,32.0%,68.8%,28.6%,26.0%,30.8%,90.9%,100.0%,75.0%,100.0%,50.0%
2025 (38 matches),,40.8%,64.8%,22.9%,28.6%,32.6%,81.1%,90.7%,78.6%,92.9%,91.7%
2024 (39 matches),,35.9%,63.1%,24.5%,30.8%,30.2%,77.0%,88.9%,66.7%,84.2%,57.1%
2023 (19 matches),,31.8%,70.3%,10.2%,38.3%,28.7%,70.8%,90.9%,87.5%,100.0%,88.9%
2022 (19 matches),,30.4%,75.0%,19.6%,33.2%,32.2%,77.8%,83.3%,71.4%,70.0%,87.5%
Career (151 matches),,36.0%,67.2%,20.2%,32.2%,32.1%,78.9%,84.8%,74.7%,82.0%,73.6%
