Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Indian Wells Masters R64,L vs Fucsovics,13,29,0.4,10.6%,23.6%,12,27,0.4,10.5%,23.7%,5.3%,3.5%,1.1,16.3%,15.4%
2026 Australian Open QF,L vs Djokovic,28,25,1.1,18.8%,16.8%,24,22,1.1,17.5%,16.1%,10.9%,6.6%,0.7,17.4%,24.2%
2026 Australian Open R16,W vs Fritz,31,24,1.3,18.8%,14.5%,18,22,0.8,12.9%,15.8%,10.8%,2.2%,0.6,13.3%,21.8%
2026 Hong Kong F,L vs Bublik,18,12,1.5,12.9%,8.6%,12,11,1.1,10.1%,9.2%,7.6%,2.5%,1.3,24.3%,18.6%
2026 Hong Kong R16,W vs Etcheverry,36,35,1.0,18.9%,18.4%,28,32,0.9,16.6%,18.9%,8.9%,6.5%,0.7,15.3%,20.5%
2025 Tour Finals RR,L vs Alcaraz,18,19,0.9,17.0%,17.9%,15,19,0.8,14.9%,18.8%,2.0%,2.0%,1.6,33.0%,20.8%
2025 Tour Finals RR,W vs De Minaur,19,31,0.6,9.5%,15.5%,14,28,0.5,7.7%,15.4%,4.9%,2.7%,0.8,16.5%,21.0%
2025 Tour Finals RR,L vs Fritz,27,25,1.1,19.0%,17.6%,21,20,1.1,17.8%,16.9%,10.2%,4.2%,1.6,23.9%,14.8%
2025 Athens F,L vs Djokovic,38,35,1.1,19.7%,18.1%,27,32,0.8,15.9%,18.8%,8.8%,5.9%,1.2,19.2%,15.5%
2025 Athens SF,W vs Korda,31,27,1.1,16.7%,14.5%,22,24,0.9,13.7%,14.9%,7.5%,3.7%,1.0,17.2%,17.7%
2025 Brussels QF,L vs Mpetshi Perricard,36,13,2.8,27.5%,9.9%,32,10,3.2,28.8%,9.0%,9.0%,5.4%,2.9,37.4%,13.0%
2025 Shanghai Masters R64,W vs Comesana,18,9,2.0,19.8%,9.9%,17,9,1.9,19.8%,10.5%,10.5%,9.3%,0.9,18.7%,20.9%
2025 Chengdu F,L vs Tabilo,37,21,1.8,18.1%,10.3%,26,21,1.2,14.6%,11.8%,9.6%,5.1%,0.7,15.2%,22.1%
2025 Chengdu SF,W vs Shevchenko,29,11,2.6,30.5%,11.6%,26,10,2.6,30.2%,11.6%,16.3%,3.5%,0.8,17.9%,23.2%
2025 Chengdu R16,W vs Prizmic,31,27,1.1,19.1%,16.7%,21,26,0.8,14.2%,17.6%,7.4%,3.4%,0.8,17.3%,21.0%
2025 US Open QF,L vs Sinner,10,31,0.3,7.1%,22.0%,8,30,0.3,6.3%,23.4%,5.5%,0.8%,1.2,18.4%,15.6%
2025 US Open R32,W vs Cobolli,16,27,0.6,13.8%,23.3%,13,22,0.6,12.4%,21.0%,9.5%,2.9%,0.1,3.4%,26.7%
2025 Canada Masters R64,W vs Duckworth,19,12,1.6,16.4%,10.3%,16,9,1.8,16.0%,9.0%,8.0%,6.0%,0.6,18.1%,28.4%
2025 Washington R32,L vs Norrie,24,26,0.9,14.6%,15.9%,19,22,0.9,13.3%,15.4%,7.0%,4.2%,0.9,15.2%,17.7%
2025 Roland Garros SF,L vs Alcaraz,23,33,0.7,12.6%,18.0%,21,30,0.7,12.0%,17.1%,9.1%,2.9%,1.0,19.1%,19.1%
Career (146 matches),,3695,3809,1.0,14.9%,15.4%,3154,3490,0.9,13.9%,15.4%,8.1%,4.1%,0.9,17.0%,19.7%
