Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Indian Wells R64,L vs Fucsovics,18.5%,32.3%,43.1%,27.5%,22.0%,39.0%,56.3%,36.3%,40.0%,28.6%,50.0%,13.6%,22.7%,21.1%,19
2026 Australian Open QF,L vs Djokovic,25.0%,28.1%,46.7%,27.5%,33.3%,38.5%,46.2%,37.4%,60.0%,36.8%,50.0%,13.6%,13.6%,47.4%,14
2026 Australian Open R16,W vs Fritz,38.3%,59.3%,68.8%,48.4%,41.8%,67.3%,71.9%,56.7%,20.0%,30.0%,100.0%,33.3%,45.8%,62.5%,37
2026 Hong Kong F,L vs Bublik,23.3%,31.5%,49.1%,30.0%,23.9%,34.8%,51.4%,34.6%,26.3%,25.9%,33.3%,23.1%,26.9%,45.0%,-23
2026 Hong Kong R16,W vs Etcheverry,25.0%,32.3%,56.5%,31.1%,29.0%,39.1%,53.1%,37.5%,34.4%,29.7%,-,16.7%,16.7%,65.0%,45
2025 Tour Finals RR,L vs Alcaraz,33.9%,33.9%,32.4%,35.0%,36.1%,36.1%,26.1%,37.8%,30.8%,73.9%,75.0%,30.0%,30.0%,42.9%,-79
2025 Tour Finals RR,W vs De Minaur,28.9%,37.8%,55.7%,32.3%,30.5%,39.0%,46.3%,35.8%,30.8%,30.3%,-,28.6%,39.3%,75.0%,67
2025 Tour Finals RR,L vs Fritz,23.3%,33.7%,47.5%,30.8%,28.6%,41.1%,52.5%,40.2%,23.1%,33.3%,55.6%,16.0%,24.0%,38.1%,29
2025 Athens F,L vs Djokovic,28.1%,35.4%,50.0%,33.1%,36.1%,45.9%,46.2%,43.9%,55.2%,43.8%,50.0%,15.6%,18.8%,55.6%,39
2025 Athens SF,W vs Korda,38.8%,47.6%,40.7%,45.6%,41.9%,52.7%,44.2%,51.4%,41.2%,37.5%,50.0%,36.0%,40.0%,31.3%,83
2025 Brussels QF,L vs Mpetshi Perricard,36.2%,47.8%,58.5%,45.7%,37.7%,50.9%,60.6%,50.0%,40.0%,63.6%,100.0%,38.5%,46.2%,50.0%,205
2025 Shanghai R64,W vs Comesana,18.6%,27.9%,68.6%,31.6%,19.2%,34.6%,76.2%,40.8%,33.3%,58.8%,-,17.6%,17.6%,57.1%,-79
2025 Chengdu F,L vs Tabilo,33.3%,45.7%,59.3%,41.4%,44.0%,58.0%,67.9%,57.0%,55.0%,26.7%,0.0%,16.1%,25.8%,50.0%,-79
2025 Chengdu SF,W vs Shevchenko,37.5%,60.0%,70.8%,47.7%,42.3%,69.2%,86.7%,58.1%,70.0%,56.3%,-,30.8%,46.2%,44.4%,29
2025 Chengdu R16,W vs Prizmic,34.7%,50.0%,63.0%,42.8%,42.6%,57.4%,67.7%,53.3%,44.8%,48.0%,33.3%,11.8%,29.4%,53.3%,4
2025 US Open QF,L vs Sinner,25.8%,34.8%,43.8%,30.6%,36.6%,46.3%,57.7%,44.4%,61.9%,35.0%,66.7%,8.3%,16.7%,27.3%,-30
2025 US Open R32,W vs Cobolli,25.8%,33.9%,61.0%,31.1%,34.4%,43.8%,66.7%,44.7%,47.1%,46.7%,100.0%,20.0%,28.0%,55.0%,65
2025 Canada R64,W vs Duckworth,34.5%,49.1%,66.7%,40.0%,45.2%,64.5%,76.5%,54.8%,50.0%,47.1%,-,23.8%,33.3%,56.3%,110
2025 Washington R32,L vs Norrie,31.5%,42.5%,50.0%,37.9%,41.0%,59.0%,65.2%,53.1%,55.6%,71.4%,100.0%,23.3%,26.7%,34.8%,99
2025 Roland Garros SF,L vs Alcaraz,16.7%,27.5%,45.1%,23.2%,17.4%,33.3%,47.4%,27.1%,47.2%,57.6%,16.7%,16.7%,16.7%,40.0%,49
Career (136 matches),,23.6%,34.3%,53.3%,30.6%,28.3%,41.7%,57.0%,39.1%,41.6%,52.0%,60.9%,16.0%,22.3%,47.1%,29
