Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 ITF Nottingham R32,W vs Oluwadare,65.3%,59.4%,4.1%,0/2,2.68,27.6%,79.3%,56.5%,6.9%,2.66,37.5%,75.0%,66.7%,0.0%,2.71,15.4%
2024 Birmingham R32,L vs Shnaider,70.6%,45.8%,1.5%,0/1,2.14,12.5%,68.8%,48.5%,0.0%,2.21,23.8%,83.3%,40.0%,5.6%,2.06,0.0%
Last 52 Weeks (1 matches),,65.3%,59.4%,4.1%,0.0%,2.68,27.6%,79.3%,56.5%,6.9%,2.66,37.5%,75.0%,66.7%,0.0%,2.71,15.4%
Career (2 matches),,68.4%,51.2%,2.6%,0.0%,2.36,18.8%,72.7%,51.8%,2.6%,2.41,29.7%,80.0%,50.0%,3.3%,2.31,6.3%
