Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2004 Rome Masters SF,L vs Nalbandian,17,30,0.6,8.6%,15.2%,14,28,0.5,7.7%,15.5%,5.5%,2.2%,1.0,19.3%,20.3%
2003 Roland Garros SF,L vs Ferrero,33,31,1.1,15.5%,14.6%,28,24,1.2,14.7%,12.6%,7.9%,6.3%,1.7,22.5%,13.1%
2003 Miami Masters SF,L vs Agassi,30,26,1.2,21.4%,18.6%,20,20,1.0,17.7%,17.7%,10.6%,6.2%,1.6,20.0%,12.9%
2002 Roland Garros F,W vs Ferrero,39,35,1.1,19.9%,17.9%,37,35,1.1,20.1%,19.0%,15.8%,4.3%,0.6,13.3%,24.0%
2002 Roland Garros SF,W vs Corretja,36,44,0.8,14.6%,17.8%,33,43,0.8,13.9%,18.1%,8.0%,5.5%,0.7,14.2%,21.5%
2002 Rome Masters QF,L vs Agassi,12,22,0.5,12.8%,23.4%,11,21,0.5,12.2%,23.3%,8.9%,3.3%,1.9,18.1%,9.6%
2001 Hamburg Masters SF,L vs Ferrero,6,24,0.3,6.3%,25.0%,5,24,0.2,5.4%,26.1%,2.2%,3.3%,1.3,25.0%,18.8%
2000 Davis Cup RR,L vs Hewitt,42,58,0.7,14.9%,20.6%,38,53,0.7,15.1%,21.1%,9.2%,6.0%,0.8,17.7%,20.9%
1998 Rome Masters SF,W vs Berasategui,27,39,0.7,15.0%,21.7%,25,39,0.6,14.6%,22.8%,12.3%,2.3%,0.5,10.6%,20.0%
1998 Hamburg Masters F,W vs Corretja,27,12,2.3,27.0%,12.0%,27,12,2.3,27.8%,12.4%,20.6%,7.2%,0.7,15.0%,23.0%
1997 Cincinnati Masters SF,L vs Sampras,17,16,1.1,15.3%,14.4%,10,14,0.7,10.8%,15.1%,10.8%,0.0%,1.3,19.8%,15.3%
1997 Davis Cup RR,L vs Furlan,53,54,1.0,18.3%,18.6%,49,42,1.2,19.1%,16.4%,10.2%,9.0%,1.2,14.8%,12.8%
1996 Rome Masters SF,L vs Muster,25,43,0.6,14.7%,25.3%,24,41,0.6,14.8%,25.3%,10.5%,4.3%,0.6,11.2%,18.2%
1996 Monte Carlo Masters F,L vs Muster,60,74,0.8,20.4%,25.2%,57,65,0.9,20.5%,23.4%,15.1%,5.4%,0.8,11.9%,15.3%
1996 Monte Carlo Masters SF,W vs Rios,20,31,0.6,11.0%,17.0%,17,29,0.6,9.9%,16.9%,5.2%,4.7%,0.7,14.8%,22.5%
Career (15 matches),,444,539,0.8,15.9%,19.3%,395,490,0.8,15.4%,19.1%,10.2%,5.0%,0.9,16.0%,18.0%
