Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,210,104,106,49.5%,267-274,49.4%,2620-2654,49.7%,37-44,45.7%,202,77.5%,21.6%,5.4%,2.9%,64.5%,68.9%,51.5%,62.7%,37.1%,49.8%,0.99
Clay,412,274,138,66.5%,632-380,62.5%,5291-4427,54.4%,72-56,56.3%,395,77.7%,30.7%,3.7%,2.3%,69.0%,66.6%,53.0%,62.4%,41.4%,51.8%,1.10
Grass,9,2,7,22.2%,11-20,35.5%,152-173,46.8%,3-5,37.5%,9,77.0%,16.8%,5.1%,4.0%,62.7%,71.6%,46.3%,62.1%,34.9%,48.9%,0.92
Carpet,31,8,23,25.8%,27-47,36.5%,345-398,46.4%,5-8,38.5%,29,77.5%,16.1%,7.0%,4.0%,56.3%,71.1%,50.7%,62.2%,33.0%,48.0%,0.87
Grand Slams,87,51,36,58.6%,179-142,55.8%,1648-1532,51.8%,26-19,57.8%,85,78.7%,24.9%,5.0%,2.5%,66.3%,69.1%,50.7%,62.9%,38.9%,50.9%,1.05
Masters,188,110,78,58.5%,244-190,56.2%,2190-2015,52.1%,29-30,49.2%,184,76.7%,27.6%,4.2%,2.4%,66.4%,67.2%,51.7%,62.0%,39.8%,50.9%,1.05
Other Tours,368,217,151,59.0%,478-366,56.6%,4276-3859,52.6%,61-62,49.6%,361,77.7%,27.2%,4.4%,2.8%,67.4%,67.2%,53.1%,62.6%,39.7%,51.0%,1.06
Best of 5,105,64,41,61.0%,225-164,57.8%,1999-1807,52.5%,30-20,60.0%,94,78.2%,25.3%,4.9%,2.7%,66.4%,68.9%,50.2%,62.6%,39.1%,50.8%,1.05
Best of 3,557,324,233,58.2%,712-557,56.1%,6409-5845,52.3%,87-93,48.3%,541,77.4%,27.2%,4.3%,2.6%,66.9%,67.2%,52.8%,62.4%,39.7%,51.0%,1.05
Finals,22,13,9,59.1%,36-29,55.4%,324-300,51.9%,8-3,72.7%,21,73.2%,29.5%,3.2%,2.8%,70.1%,65.8%,49.1%,60.8%,40.4%,50.6%,1.03
Semi-finals,43,21,22,48.8%,49-54,47.6%,491-499,49.6%,6-7,46.2%,43,73.9%,25.5%,3.4%,2.7%,68.2%,65.2%,50.9%,60.7%,38.8%,49.8%,0.99
Quarter-finals,69,43,26,62.3%,96-71,57.5%,846-753,52.9%,14-10,58.3%,69,75.5%,30.4%,3.4%,2.3%,68.9%,65.8%,51.8%,61.4%,40.9%,50.9%,1.06
vs Righties,561,326,235,58.1%,789-608,56.5%,7056-6441,52.3%,103-91,53.1%,540,77.4%,26.8%,4.5%,2.6%,66.9%,67.3%,52.2%,62.3%,39.5%,50.9%,1.05
vs Lefties,101,62,39,61.4%,148-113,56.7%,1352-1211,52.8%,14-22,38.9%,95,78.9%,26.8%,4.1%,2.8%,66.2%,68.9%,52.1%,63.2%,39.4%,51.3%,1.07
vs Top 10,81,28,53,34.6%,75-129,36.8%,883-1067,45.3%,16-8,66.7%,77,69.1%,20.4%,3.9%,2.9%,65.7%,63.8%,48.6%,58.6%,35.9%,47.6%,0.87
