Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,22,13,9,59.1%,13,8,5,61.5%,1996,2005,QF,21,1.04,6.3%,2.3%,68.8%,70.4%,49.3%,63.8%,37.6%,59.2%,38.4%
Roland Garros,12,Clay,41,30,11,73.2%,17,9,8,52.9%,1994,2005,W,40,1.14,4.0%,2.0%,67.9%,67.8%,53.4%,63.2%,42.0%,64.2%,39.5%
Wimbledon,5,Grass,7,2,5,28.6%,6,3,3,50.0%,1994,2004,R64,7,0.92,5.3%,3.9%,63.7%,72.7%,44.3%,62.4%,34.7%,62.2%,39.2%
US Open,11,Hard,17,6,11,35.3%,9,6,3,66.7%,1994,2005,R16,17,0.90,5.6%,3.5%,60.3%,69.0%,49.6%,61.3%,34.7%,62.4%,34.0%
Olympics,2,,3,1,2,33.3%,2,1,1,50.0%,1996,2000,R32,0,,,,,,,,,,
Davis Cup,4,,14,9,5,64.3%,1,1,0,100.0%,1996,2003,,0,,,,,,,,,,
Barcelona,14,Clay,35,22,13,62.9%,14,7,7,50.0%,1993,2006,W,33,1.05,3.7%,1.8%,70.9%,64.9%,49.8%,60.5%,41.6%,55.8%,41.9%
Rome Masters,12,Clay,37,25,12,67.6%,9,5,4,55.6%,1994,2005,F,36,1.13,3.5%,2.3%,69.0%,68.0%,52.9%,63.3%,41.6%,66.4%,50.2%
Monte Carlo Masters,12,Clay,35,23,12,65.7%,8,3,5,37.5%,1994,2005,F,34,1.12,2.6%,2.3%,69.8%,65.8%,49.1%,60.8%,43.7%,57.0%,46.8%
Hamburg Masters,11,Clay,29,19,10,65.5%,7,3,4,42.9%,1995,2005,W,29,1.08,2.5%,1.9%,71.1%,63.5%,52.2%,60.2%,42.9%,58.2%,46.0%
Indian Wells Masters,10,Hard,18,8,10,44.4%,5,2,3,40.0%,1995,2004,R16,18,0.96,5.5%,2.2%,64.7%,67.4%,51.9%,62.0%,36.5%,54.8%,40.0%
Kitzbuhel,9,Clay,30,24,6,80.0%,11,7,4,63.6%,1995,2005,W,30,1.13,5.5%,2.8%,65.7%,69.7%,52.0%,63.6%,41.1%,64.9%,39.4%
