Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2004 Rome SF,L vs Nalbandian,7% (1/15),100% (1/1),0/4,43% (6/14),33% (2/6),0/1,0/0,0/0,0/0,0/0
2003 Roland Garros SF,L vs Ferrero,27% (4/15),50% (2/4),0/4,44% (7/16),29% (2/7),1/2,0/1,3/4,0/0,1/1
2003 Miami SF,L vs Agassi,33% (3/9),33% (1/3),1/4,56% (5/9),20% (1/5),0/1,0/0,1/1,0/0,0/0
2002 Roland Garros SF,W vs Corretja,56% (10/18),60% (6/10),0/4,42% (8/19),50% (4/8),6/6,3/3,0/0,1/1,0/0
2002 Rome QF,L vs Agassi,0% (0/8),- (0/0),0/4,88% (7/8),43% (3/7),0/0,0/0,1/1,0/0,0/0
2001 Hamburg SF,L vs Ferrero,13% (1/8),100% (1/1),1/5,86% (6/7),17% (1/6),0/1,0/0,0/0,0/0,0/0
1998 Rome SF,W vs Berasategui,50% (7/14),57% (4/7),1/2,29% (4/14),50% (2/4),3/3,1/1,1/1,1/1,0/0
1997 Cincinnati SF,L vs Sampras,10% (1/10),100% (1/1),0/3,44% (4/9),25% (1/4),1/1,0/0,3/3,0/0,2/2
1997 Davis Cup RR,L vs Furlan,30% (7/23),43% (3/7),0/4,30% (7/23),14% (1/7),2/2,1/1,1/3,0/0,1/1
1996 Rome SF,L vs Muster,21% (3/14),67% (2/3),0/2,43% (6/14),50% (3/6),2/2,1/1,0/1,0/0,0/1
1996 Monte Carlo SF,W vs Rios,36% (5/14),100% (5/5),0/3,50% (7/14),57% (4/7),3/4,1/1,0/0,1/1,0/0
2004 (1 matches),,6.7%,100.0%,0.0%,42.9%,33.3%,0.0%,-,-,-,-
2003 (2 matches),,29.2%,42.9%,12.5%,48.0%,25.0%,33.3%,0.0%,80.0%,-,100.0%
2002 (2 matches),,38.5%,60.0%,0.0%,55.6%,46.7%,100.0%,100.0%,100.0%,100.0%,-
2001 (1 matches),,12.5%,100.0%,20.0%,85.7%,16.7%,0.0%,-,-,-,-
1998 (1 matches),,50.0%,57.1%,50.0%,28.6%,50.0%,100.0%,100.0%,100.0%,100.0%,-
Career (11 matches),,28.4%,61.9%,7.7%,45.6%,35.8%,78.3%,87.5%,71.4%,100.0%,80.0%
