Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,21,20,51.2%,49-44,52.7%,437-409,51.7%,5-4,55.6%,0,,,,,,,,,,,
Clay,323,161,162,49.8%,366-360,50.4%,3307-3261,50.4%,32-30,51.6%,0,,,,,,,,,,,
Carpet,8,2,6,25.0%,5-13,27.8%,76-96,44.2%,0-1,0.0%,0,,,,,,,,,,,
Finals,8,3,5,37.5%,6-11,35.3%,67-84,44.4%,0-0,-,0,,,,,,,,,,,
Semi-finals,19,8,11,42.1%,19-24,44.2%,194-205,48.6%,2-3,40.0%,0,,,,,,,,,,,
Quarter-finals,45,19,26,42.2%,44-56,44.0%,446-471,48.6%,1-5,16.7%,0,,,,,,,,,,,
vs Righties,189,83,106,43.9%,192-235,45.0%,1869-2025,48.0%,17-18,48.6%,0,,,,,,,,,,,
vs Lefties,19,10,9,52.6%,23-18,56.1%,189-180,51.2%,2-1,66.7%,0,,,,,,,,,,,
