Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,9,2,7,22.2%,4-12,25.0%,45-89,33.6%,1-0,100.0%,0,,,,,,,,,,,,R16 (2x)
2023,40,22,18,55.0%,48-40,54.5%,421-391,51.8%,4-4,50.0%,0,,,,,,,,,,,,F (2x)
2022,23,7,16,30.4%,17-32,34.7%,203-242,45.6%,1-2,33.3%,0,,,,,,,,,,,,QF (W15 Valencia)
2021,31,17,14,54.8%,39-30,56.5%,323-277,53.8%,5-1,83.3%,0,,,,,,,,,,,,SF (W15 Heraklion)
2020,25,16,9,64.0%,33-24,57.9%,283-241,54.0%,3-4,42.9%,0,,,,,,,,,,,,W (W15 Heraklion)
2019,25,13,12,52.0%,28-28,50.0%,254-252,50.2%,0-4,0.0%,0,,,,,,,,,,,,SF (2x)
2018,29,13,16,44.8%,32-35,47.8%,298-297,50.1%,3-1,75.0%,0,,,,,,,,,,,,SF (Trieste $15K)
2017,26,10,16,38.5%,25-35,41.7%,258-311,45.3%,4-3,57.1%,0,,,,,,,,,,,,QF (2x)
2016,41,22,19,53.7%,53-44,54.6%,457-433,51.3%,3-2,60.0%,0,,,,,,,,,,,,F (Sassuolo $10K)
2015,47,27,20,57.4%,63-46,57.8%,512-437,54.0%,4-3,57.1%,0,,,,,,,,,,,,W (Targu Jiu $10K)
2014,40,24,16,60.0%,52-38,57.8%,441-402,52.3%,8-5,61.5%,0,,,,,,,,,,,,W (Timisoara 10K)
2013,18,5,13,27.8%,13-27,32.5%,155-190,44.9%,0-3,0.0%,0,,,,,,,,,,,,R16 (5x)
2012,15,5,10,33.3%,11-21,34.4%,142-164,46.4%,0-3,0.0%,0,,,,,,,,,,,,QF (Todi 10K)
2011,3,1,2,33.3%,2-5,28.6%,28-40,41.2%,1-0,100.0%,0,,,,,,,,,,,,R16 (Gardone Val Trompia 10K)
Career,372,184,188,49.5%,420-417,50.2%,3820-3766,50.4%,37-35,51.4%,0,,,,,,,,,,,,
