Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
4,Marie Villet [FRA],1,3,25.0%,0,0,0,-,2020,2024,0,,,,,,,,,,
4,Margarita Lazareva [RUS],2,2,50.0%,3,1,2,33.3%,2015,2015,0,,,,,,,,,,
3,Anja Wildgruber [GER],0,3,0.0%,0,0,0,-,2019,2024,0,,,,,,,,,,
3,Milana Zhabrailova [RUS],0,3,0.0%,1,0,1,0.0%,2022,2023,0,,,,,,,,,,
3,Gozal Ainitdinova [KAZ],1,2,33.3%,0,0,0,-,2021,2022,0,,,,,,,,,,
3,Giulia Crescenzi [ITA],2,1,66.7%,1,0,1,0.0%,2017,2021,0,,,,,,,,,,
3,Ayumi Koshiishi [JPN],0,3,0.0%,0,0,0,-,2021,2021,0,,,,,,,,,,
3,Emma Lene [FRA],2,1,66.7%,0,0,0,-,2017,2021,0,,,,,,,,,,
3,Daria Lodikova [RUS],1,2,33.3%,1,0,1,0.0%,2017,2019,0,,,,,,,,,,
3,Jelena Simic [BIH],1,2,33.3%,0,0,0,-,2015,2019,1,1.27,0.0%,3.0%,71.6%,64.6%,63.2%,64.2%,45.7%,80.0%,66.7%
2,Julia Stamatova [BUL],0,2,0.0%,0,0,0,-,2018,2024,0,,,,,,,,,,
2,Gina Feistel [GER],0,2,0.0%,1,1,0,100.0%,2022,2024,0,,,,,,,,,,
2,Margaux Komano [FRA],1,1,50.0%,0,0,0,-,2023,2023,0,,,,,,,,,,
2,Katarina Kuzmova [SVK],0,2,0.0%,0,0,0,-,2023,2023,0,,,,,,,,,,
2,Lamis Alhussein Abdel Aziz [EGY],1,1,50.0%,1,1,0,100.0%,2021,2023,0,,,,,,,,,,
