Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1993 Zurich F,W vs Navratilova,3.7,4.2,3.0,57.0%,55.8%,57.1%,25.0%,54.1%,10.4%,13.5,12.7,13.0,17.1
1993 US Open SF,L vs Graf,4.2,3.9,4.6,44.2%,37.1%,60.0%,36.8%,42.1%,22.8%,-5.0,-4.6,-14.0,-11.6
1992 US Open SF,L vs Sanchez Vicario,7.6,7.1,8.2,32.0%,54.2%,33.3%,31.0%,43.0%,10.9%,-4.5,-3.4,-3.5,-2.3
1990 San Diego F,L vs Graf,4.7,4.5,5.0,50.0%,13.0%,31.3%,58.3%,44.8%,23.9%,-2.5,-2.7,-5.0,-5.9
1990 Chicago F,L vs Navratilova,3.4,4.1,2.5,42.9%,38.1%,50.0%,0.0%,42.7%,13.6%,0.0,0.0,2.5,5.2
1989 Indian Wells F,W vs Byrne,4.0,4.2,3.9,47.9%,69.2%,75.0%,28.6%,42.6%,9.4%,10.5,18.4,13.5,18.2
1989 Indian Wells SF,W vs Sukova,4.4,4.8,4.0,57.4%,55.3%,64.7%,54.5%,44.1%,3.9%,19.5,19.9,10.5,8.9
1988 Olympics SF,L vs Sabatini,7.4,8.3,6.0,31.3%,29.4%,46.2%,33.3%,40.8%,5.5%,-7.5,-6.0,-9.5,-5.6
1987 Hilton Head F,L vs Graf,5.8,5.8,5.9,50.0%,50.0%,33.3%,44.2%,35.2%,17.2%,-7.0,-4.8,-3.5,-1.5
Career (9 matches),,4.9,5.1,4.7,48.1%,46.7%,49.2%,38.0%,42.3%,13.5%,1.9,1.9,0.4,0.4
