Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,27,20,7,74.1%,3,0,3,0.0%,1992,1994,QF,0,,,,,,,,,,
Roland Garros,12,Clay,45,33,12,73.3%,4,3,1,75.0%,1982,1993,QF,0,,,,,,,,,,
Wimbledon,10,Grass,29,19,10,65.5%,6,4,2,66.7%,1982,1993,QF,0,,,,,,,,,,
US Open,12,Hard,51,39,12,76.5%,7,5,2,71.4%,1982,1993,SF,0,,,,,,,,,,
Olympics,2,,8,6,2,75.0%,0,0,0,-,1988,1992,SF,0,,,,,,,,,,
Fed Cup,8,,26,21,5,80.8%,3,1,2,33.3%,1983,1992,,0,,,,,,,,,,
Zurich,10,Carpet,34,25,9,73.5%,8,5,3,62.5%,1984,1993,W,0,,,,,,,,,,
Tokyo Pan Pacific,8,Carpet,28,22,6,78.6%,5,1,4,20.0%,1984,1994,W,0,,,,,,,,,,
Virginia Slims Championships,8,Carpet,13,5,8,38.5%,1,0,1,0.0%,1985,1993,SF,0,,,,,,,,,,
Hilton Head,7,Clay,24,17,7,70.8%,4,3,1,75.0%,1983,1993,F,0,,,,,,,,,,
Mahwah,6,Hard,13,8,5,61.5%,2,1,1,50.0%,1982,1988,W,0,,,,,,,,,,
Geneva,5,Clay,19,16,3,84.2%,0,0,0,-,1987,1991,W,0,,,,,,,,,,
