Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,205,150,55,73.2%,312-133,70.1%,2274-1562,59.3%,12-12,50.0%,0,,,,,,,,,,,
Clay,230,167,63,72.6%,353-145,70.9%,2558-1695,60.1%,13-11,54.2%,0,,,,,,,,,,,
Grass,58,38,20,65.5%,71-46,60.7%,555-462,54.6%,7-6,53.8%,0,,,,,,,,,,,
Carpet,181,129,52,71.3%,256-122,67.7%,1918-1339,58.9%,18-13,58.1%,0,,,,,,,,,,,
Grand Slams,144,103,41,71.5%,212-103,67.3%,1617-1191,57.6%,11-8,57.9%,0,,,,,,,,,,,
Premiers,2,1,1,50.0%,3-2,60.0%,26-19,57.8%,0-0,-,0,,,,,,,,,,,
Finals,38,19,19,50.0%,37-44,45.7%,348-379,47.9%,5-4,55.6%,0,,,,,,,,,,,
Semi-finals,78,38,40,48.7%,75-82,47.8%,663-682,49.3%,14-8,63.6%,0,,,,,,,,,,,
Quarter-finals,123,76,47,61.8%,162-98,62.3%,1270-1029,55.2%,6-11,35.3%,0,,,,,,,,,,,
vs Righties,349,221,128,63.3%,463-289,61.6%,3614-2875,55.7%,23-21,52.3%,0,,,,,,,,,,,
vs Lefties,46,22,24,47.8%,48-52,48.0%,431-439,49.5%,6-4,60.0%,0,,,,,,,,,,,
vs Top 10,117,30,87,25.6%,80-178,31.0%,949-1326,41.7%,11-9,55.0%,0,,,,,,,,,,,
