Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
19,Chris Evert [USA],2,17,10.5%,1,1,0,100.0%,1983,1988,0,,,,,,,,,,
17,Steffi Graf [GER],0,17,0.0%,4,3,1,75.0%,1985,1993,0,,,,,,,,,,
14,Martina Navratilova [USA],3,11,21.4%,4,2,2,50.0%,1984,1994,0,,,,,,,,,,
13,Raffaella Reggi Concato [ITA],12,1,92.3%,2,0,2,0.0%,1985,1992,0,,,,,,,,,,
11,Pam Shriver [USA],2,9,18.2%,2,1,1,50.0%,1984,1988,0,,,,,,,,,,
10,Nathalie Tauziat [FRA],4,6,40.0%,4,0,4,0.0%,1987,1993,0,,,,,,,,,,
9,Conchita Martinez [ESP],5,4,55.6%,0,0,0,-,1988,1993,0,,,,,,,,,,
9,Katerina Maleeva [BUL],8,1,88.9%,0,0,0,-,1985,1993,0,,,,,,,,,,
9,Catarina Lindqvist Ryan [SWE],7,2,77.8%,1,1,0,100.0%,1984,1992,0,,,,,,,,,,
9,Monica Seles [USA],0,9,0.0%,0,0,0,-,1989,1992,0,,,,,,,,,,
9,Gabriela Sabatini [ARG],2,7,22.2%,4,0,4,0.0%,1985,1988,0,,,,,,,,,,
8,Lori Mcneil [USA],6,2,75.0%,3,2,1,66.7%,1986,1992,0,,,,,,,,,,
8,Mercedes Paz [ARG],7,1,87.5%,2,1,1,50.0%,1986,1992,0,,,,,,,,,,
8,Hana Mandlikova [AUS],4,4,50.0%,2,1,1,50.0%,1982,1989,0,,,,,,,,,,
8,Iva Budarova [TCH],5,3,62.5%,1,0,1,0.0%,1983,1988,0,,,,,,,,,,
