Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,18,9,9,50.0%,8,5,3,62.5%,1985,1997,QF,10,0.90,2.1%,3.0%,60.5%,64.4%,44.0%,56.3%,39.5%,58.0%,37.0%
Roland Garros,13,Clay,39,26,13,66.7%,12,5,7,41.7%,1985,1998,SF,10,0.96,1.4%,2.7%,66.2%,59.7%,47.7%,55.6%,42.5%,56.0%,41.3%
Wimbledon,7,Grass,7,0,7,0.0%,1,0,1,0.0%,1986,1996,R128,4,0.79,6.7%,4.1%,58.0%,70.4%,38.7%,57.1%,34.1%,58.6%,36.7%
US Open,10,Hard,25,15,10,60.0%,5,2,3,40.0%,1986,1996,R16,8,0.91,2.8%,3.5%,52.2%,64.7%,49.4%,57.4%,38.8%,60.2%,44.0%
Olympics,2,,3,1,2,33.3%,1,0,1,0.0%,1988,1992,R32,0,,,,,,,,,,
Davis Cup,13,,44,27,17,61.4%,15,6,9,40.0%,1983,1997,,0,,,,,,,,,,
Nice,9,Clay,23,15,8,65.2%,7,5,2,71.4%,1987,1995,W,8,1.00,1.3%,3.9%,64.0%,58.9%,50.0%,55.7%,44.4%,52.8%,60.9%
Toulouse,8,Hard,22,14,8,63.6%,2,2,0,100.0%,1988,1996,F,11,0.96,3.9%,3.1%,54.8%,68.9%,48.5%,59.7%,38.9%,60.3%,43.5%
Monte Carlo Masters,6,Clay,18,13,5,72.2%,5,3,2,60.0%,1990,1995,W,12,1.05,2.7%,3.3%,60.6%,59.1%,46.1%,54.0%,48.4%,59.0%,51.5%
Barcelona,6,Clay,15,9,6,60.0%,3,1,2,33.3%,1990,1996,SF,11,1.05,3.8%,2.2%,64.3%,62.4%,49.7%,57.8%,44.1%,55.0%,45.1%
Stuttgart Outdoor,6,Clay,15,9,6,60.0%,8,5,3,62.5%,1990,1996,SF,13,1.01,4.0%,3.1%,57.6%,65.6%,50.4%,59.2%,41.0%,57.1%,41.2%
New Haven,6,Hard,13,7,6,53.8%,5,3,2,60.0%,1990,1996,SF,9,0.91,4.1%,3.6%,55.5%,66.2%,48.4%,58.3%,37.8%,58.1%,39.7%
