Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1999,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,4.3%,6.4%,57.4%,51.9%,50.0%,51.1%,27.1%,38.9%,0.55,R32 (St. Petersburg)
1998,5,2,3,40.0%,4-7,36.4%,39-55,41.5%,1-0,100.0%,5,56.5%,25.5%,2.0%,5.9%,59.2%,58.3%,38.7%,50.3%,38.2%,44.4%,0.77,QF (Prague)
1997,8,3,5,37.5%,10-13,43.5%,104-109,48.8%,0-3,0.0%,6,66.2%,25.4%,5.3%,3.7%,56.8%,64.4%,44.7%,55.9%,37.8%,47.0%,0.86,QF (Marseille)
1996,37,12,25,32.4%,40-58,40.8%,437-494,46.9%,5-8,38.5%,33,63.1%,30.8%,3.1%,3.6%,58.0%,61.9%,46.3%,55.4%,40.9%,48.2%,0.92,SF (Casablanca)
1995,45,20,25,44.4%,58-63,47.9%,601-614,49.5%,10-13,43.5%,35,69.2%,27.1%,4.5%,3.5%,60.2%,65.7%,48.1%,58.7%,39.7%,49.2%,0.96,SF (St. Petersburg)
1994,68,38,30,55.9%,87-74,54.0%,776-742,51.1%,15-6,71.4%,61,71.4%,32.2%,3.9%,3.7%,58.9%,66.7%,48.3%,59.1%,41.9%,50.5%,1.03,SF (4x)
1993,68,38,30,55.9%,88-79,52.7%,805-774,51.0%,14-6,70.0%,65,70.8%,31.9%,3.8%,3.3%,56.0%,66.4%,49.4%,58.9%,41.7%,50.4%,1.02,F (2x)
1992,59,30,29,50.8%,80-74,51.9%,737-751,49.5%,16-11,59.3%,55,69.1%,28.9%,3.6%,3.8%,55.3%,66.0%,48.0%,58.0%,40.7%,49.4%,0.97,F (Indian Wells Masters)
1991,51,29,22,56.9%,72-60,54.5%,653-609,51.7%,3-6,33.3%,47,69.2%,35.1%,2.9%,2.6%,62.4%,62.5%,50.9%,58.1%,43.2%,50.6%,1.03,W (Canada Masters)
1990,67,45,22,67.2%,88-55,61.5%,706-601,54.0%,18-8,69.2%,0,,,,,,,,,,,,W (2x)
1989,48,30,18,62.5%,71-48,59.7%,590-506,53.8%,6-6,50.0%,0,,,,,,,,,,,,W (2x)
1988,60,44,16,73.3%,98-45,68.5%,737-561,56.8%,8-8,50.0%,0,,,,,,,,,,,,W (Orlando)
1987,51,34,17,66.7%,75-46,62.0%,616-518,54.3%,7-3,70.0%,0,,,,,,,,,,,,W (Florence)
1986,26,14,12,53.8%,36-35,50.7%,335-319,51.2%,4-2,66.7%,0,,,,,,,,,,,,QF (2x)
1985,8,5,3,62.5%,17-10,63.0%,128-110,53.8%,0-1,0.0%,0,,,,,,,,,,,,R16 (Geneva)
1984,4,4,0,100.0%,11-2,84.6%,78-44,63.9%,0-0,-,0,,,,,,,,,,,,
1983,2,0,2,0.0%,2-5,28.6%,32-40,44.4%,0-0,-,0,,,,,,,,,,,,
Career,608,348,260,57.2%,837-676,55.3%,7378-6859,51.8%,107-81,56.9%,308,69.0%,30.9%,3.6%,3.5%,58.1%,65.0%,48.4%,58.1%,41.3%,49.7%,0.98,
