Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
1995 Davis Cup World Group F RR,L vs Sampras,5.4,6.3,4.4,43.2%,50.7%,51.1%,46.9%,34.3%,4.1%,-3.0,-1.3,17.5,4.0
1995 Davis Cup World Group SF RR,W vs Stich,3.7,4.8,2.7,47.6%,62.5%,61.1%,39.3%,39.0%,2.8%,23.5,11.9,22.0,7.3
1993 Hamburg F,L vs Stich,3.4,4.5,2.6,45.6%,60.9%,63.6%,53.3%,36.2%,7.2%,26.0,19.4,23.5,10.4
1993 Hamburg SF,W vs Karbacher,6.4,6.6,6.2,77.8%,28.6%,57.1%,52.2%,31.9%,4.1%,0.0,0.0,10.5,5.6
1992 Wimbledon R128,L vs Agassi,3.7,3.6,3.7,50.9%,47.6%,32.1%,37.5%,42.3%,13.4%,5.5,3.2,-7.5,-3.8
1992 Indian Wells F,L vs Chang,7.2,7.7,6.6,48.4%,42.3%,42.3%,39.2%,40.4%,6.3%,-15.0,-6.3,-9.5,-2.8
1991 Canada F,W vs Korda,4.7,4.5,4.9,56.6%,50.0%,50.0%,36.0%,42.0%,9.9%,10.0,7.1,3.0,1.6
1991 Canada SF,W vs Lendl,6.7,6.6,6.7,52.9%,60.0%,50.0%,47.7%,36.9%,7.7%,1.5,0.8,9.0,3.0
1990 Roland Garros R16,L vs Leconte,3.2,3.8,2.7,52.9%,43.7%,43.5%,0.0%,28.6%,3.5%,10.0,11.8,22.0,10.8
1990 Monte Carlo F,W vs Muster,8.6,8.4,8.8,52.7%,51.1%,57.9%,55.7%,39.1%,6.7%,6.5,2.1,13.0,2.9
1990 Monte Carlo SF,W vs Sanchez,7.9,7.5,8.3,51.6%,50.0%,50.0%,56.0%,39.8%,8.3%,18.0,7.3,12.0,3.5
1989 Roland Garros SF,L vs Chang,7.7,7.2,8.2,53.6%,47.2%,46.6%,45.2%,39.1%,3.8%,1.5,0.4,5.5,0.9
1989 Roland Garros SF,L vs Chang,7.6,7.2,8.0,53.9%,46.0%,47.4%,44.6%,39.1%,3.9%,1.0,0.3,6.5,1.1
Career (13 matches),,5.6,5.9,5.4,50.8%,50.1%,49.9%,46.3%,38.1%,5.8%,6.6,3.1,9.8,2.9
