Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1995 Davis Cup World Group F RR,L vs Sampras,0.0%,-,5.5%,64.7%,5.3%,6.0%,0.0%,6.4%,19.8%,0.0%,-,-127,-121
1995 Davis Cup World Group SF RR,W vs Stich,0.0%,-,7.9%,73.3%,10.0%,14.3%,0.0%,11.1%,20.0%,0.0%,-,-52,-69
1993 Hamburg F,L vs Stich,0.7%,100.0%,11.5%,74.3%,22.0%,26.5%,0.0%,18.2%,27.9%,0.8%,33.3%,10,-34
1993 Hamburg SF,W vs Karbacher,0.0%,-,11.7%,50.0%,2.7%,14.3%,0.0%,5.1%,18.5%,0.3%,0.0%,-181,-176
1992 Wimbledon R128,L vs Agassi,5.6%,37.5%,11.2%,51.5%,9.0%,13.8%,0.0%,13.1%,26.0%,0.0%,-,7,12
1992 Indian Wells F,L vs Chang,0.0%,-,11.5%,54.5%,2.0%,0.0%,50.0%,2.6%,8.7%,0.3%,50.0%,-112,-117
1991 Canada F,W vs Korda,2.5%,100.0%,11.4%,70.0%,8.5%,15.8%,4.3%,10.6%,13.6%,0.0%,-,-85,-77
1991 Canada SF,W vs Lendl,0.0%,-,11.5%,75.0%,6.5%,7.7%,0.0%,3.8%,13.0%,0.0%,-,-107,-100
1990 Roland Garros R16,L vs Leconte,3.4%,60.0%,11.1%,34.4%,14.5%,18.8%,7.1%,14.5%,23.5%,0.0%,-,-46,-57
1990 Monte Carlo F,W vs Muster,0.0%,-,16.7%,77.1%,4.3%,13.6%,2.0%,3.3%,7.0%,0.1%,0.0%,-153,-152
1990 Monte Carlo SF,W vs Sanchez,3.3%,100.0%,26.9%,74.0%,8.0%,16.7%,0.0%,5.4%,8.3%,0.0%,-,-112,-109
1989 Roland Garros SF,L vs Chang,0.0%,-,13.6%,53.7%,3.2%,5.6%,0.0%,5.5%,8.4%,0.2%,0.0%,-133,-141
1989 Roland Garros SF,L vs Chang,0.0%,-,13.0%,53.8%,3.2%,5.7%,0.0%,5.6%,8.5%,0.2%,0.0%,-133,-141
Career (13 matches),,1.2%,63.2%,12.0%,62.4%,6.2%,10.0%,3.7%,6.7%,13.6%,0.1%,18.2%,-103,-104
