Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1998,3,0,3,0.0%,1-6,14.3%,20-40,33.3%,0-0,-,0,,,,,,,,,,,,R32 (3x)
1997,13,11,2,84.6%,18-9,66.7%,135-99,57.7%,5-1,83.3%,0,,,,,,,,,,,,W (Singapore)
1996,29,20,9,69.0%,39-19,67.2%,294-244,54.6%,7-5,58.3%,0,,,,,,,,,,,,W (Prostejov)
1995,6,5,1,83.3%,8-4,66.7%,58-43,57.4%,1-0,100.0%,0,,,,,,,,,,,,W (Brest)
1994,4,3,1,75.0%,5-2,71.4%,35-24,59.3%,2-0,100.0%,0,,,,,,,,,,,,SF (Braunschweig)
1993,1,0,1,0.0%,1-2,33.3%,13-14,48.1%,0-0,-,0,,,,,,,,,,,,R32 (Newcastle)
1991,3,2,1,66.7%,5-3,62.5%,38-21,64.4%,0-0,-,0,,,,,,,,,,,,QF (Salerno)
1986,2,2,0,100.0%,3-0,100.0%,18-4,81.8%,1-0,100.0%,0,,,,,,,,,,,,
1985,9,8,1,88.9%,12-4,75.0%,87-55,61.3%,1-1,50.0%,0,,,,,,,,,,,,W (Helsinki)
1984,7,6,1,85.7%,11-6,64.7%,88-69,56.1%,1-0,100.0%,0,,,,,,,,,,,,SF (Neu Ulm)
Career,77,57,20,74.0%,103-55,65.2%,786-613,56.2%,18-7,72.0%,0,,,,,,,,,,,,
