Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2000,715,16,,,,,,,,,,,,
1999,872,10,,,,,,,,,,,,
1998,494,50,,,,,,,,,,,,
1997,209,201,63,1806,56,1756,,,,,964,15,,
1996,85,575,88,1773,82,1705,56,1785,112,1549,1200,4,,
1995,89,,49,1845,48,1781,31,1835,84,1610,1155,4,,
1994,32,,31,1900,36,1827,25,1889,,,1012,9,,
1993,27,,49,1862,36,1830,26,1883,73,1635,608,40,,
1992,30,,55,1837,37,1817,36,1836,93,1616,349,91,,
1991,31,,38,1879,27,1847,15,1900,,,954,6,,
1990,12,,17,1944,15,1898,6,1976,,,,,,
1989,22,,22,1915,27,1840,14,1923,47,1697,461,,,
1988,14,,17,1975,14,1935,13,1968,24,1764,624,,,
1987,52,,20,1943,24,1839,14,1954,,,953,,,
1986,36,,52,1811,43,1760,17,1899,86,1612,782,,,
1985,137,,,,,,,,,,626,,,
1984,289,,,,,,,,,,678,,,
