Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,227,129,98,56.8%,317-266,54.4%,2771-2648,51.1%,35-29,54.7%,116,70.8%,27.5%,3.5%,3.4%,56.1%,65.8%,49.4%,58.6%,39.7%,49.2%,0.96
Clay,265,170,95,64.2%,398-260,60.5%,3322-2817,54.1%,46-30,60.5%,127,65.4%,38.9%,2.6%,3.2%,61.7%,62.0%,48.2%,56.7%,44.7%,50.7%,1.03
Grass,22,6,16,27.3%,18-40,31.0%,247-315,44.0%,3-5,37.5%,9,71.7%,16.9%,6.0%,4.6%,56.9%,71.5%,41.4%,58.5%,35.2%,47.2%,0.85
Carpet,94,43,51,45.7%,104-110,48.6%,1038-1079,49.0%,23-17,57.5%,56,72.3%,24.0%,5.7%,3.9%,55.2%,68.9%,48.3%,59.7%,38.5%,49.1%,0.96
Grand Slams,89,50,39,56.2%,172-138,55.5%,1480-1367,52.0%,12-14,46.2%,32,66.3%,27.3%,2.7%,3.2%,59.6%,63.8%,45.8%,56.5%,39.6%,48.2%,0.91
Masters,109,65,44,59.6%,138-115,54.5%,1228-1145,51.7%,19-16,54.3%,68,69.5%,33.4%,3.5%,3.6%,57.8%,64.8%,49.6%,58.4%,42.5%,50.5%,1.02
Other Tours,366,206,160,56.3%,440-363,54.8%,3873-3653,51.5%,70-42,62.5%,208,69.5%,31.0%,3.9%,3.5%,57.9%,65.4%,48.7%,58.3%,41.4%,49.9%,0.99
Best of 5,136,76,60,55.9%,267-213,55.6%,2357-2178,52.0%,19-23,45.2%,34,66.7%,26.3%,2.6%,3.1%,59.7%,63.7%,46.5%,56.8%,39.3%,48.2%,0.91
Best of 3,472,272,200,57.6%,570-463,55.2%,5021-4681,51.8%,88-58,60.3%,274,69.4%,31.8%,3.9%,3.6%,57.8%,65.3%,48.8%,58.3%,41.7%,50.1%,1.00
Finals,15,7,8,46.7%,15-22,40.5%,161-186,46.4%,4-1,80.0%,4,69.4%,19.4%,0.7%,1.5%,54.7%,60.6%,56.3%,58.7%,37.4%,48.0%,0.90
Semi-finals,35,15,20,42.9%,34-44,43.6%,354-398,47.1%,11-4,73.3%,17,64.5%,22.5%,3.2%,3.8%,54.7%,63.3%,47.2%,56.0%,37.3%,47.0%,0.85
Quarter-finals,63,35,28,55.6%,73-64,53.3%,629-624,50.2%,12-5,70.6%,31,67.8%,30.2%,3.3%,3.6%,57.1%,64.2%,48.9%,57.7%,42.3%,49.9%,1.00
vs Righties,503,299,204,59.4%,708-533,57.1%,6108-5542,52.4%,93-60,60.8%,254,69.1%,31.0%,3.7%,3.5%,57.8%,65.3%,48.5%,58.2%,41.4%,49.9%,0.99
vs Lefties,104,48,56,46.2%,126-143,46.8%,1252-1316,48.8%,14-21,40.0%,54,68.5%,30.7%,3.4%,3.2%,59.8%,63.9%,47.8%,57.4%,41.1%,49.2%,0.97
vs Top 10,61,20,41,32.8%,57-102,35.8%,669-817,45.0%,8-9,47.1%,28,63.2%,20.2%,2.9%,4.2%,55.2%,63.0%,45.7%,55.2%,36.8%,46.3%,0.82
