Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2000 US Open R64,L vs Federer,61.4%,38.9%,22.7%,11/9,1.97,6.5%,49.1%,25.9%,27.3%,2.00,10.0%,84.4%,51.9%,15.6%,1.91,0.0%
1995 US Open R32,L vs Edberg,50.0%,46.8%,12.8%,9/3,1.40,34.9%,56.3%,40.7%,8.3%,1.24,47.1%,74.1%,55.0%,29.6%,1.60,20.7%
Career (2 matches),,55.5%,42.6%,17.6%,62.5%,1.65,22.9%,52.4%,33.3%,18.4%,1.61,29.7%,79.7%,53.2%,22.0%,1.72,13.3%
