Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,14,7,7,50.0%,6,3,3,50.0%,1992,2001,R32,14,0.91,9.2%,6.3%,59.3%,76.8%,43.0%,63.1%,33.6%,60.7%,39.3%
Roland Garros,3,Clay,3,0,3,0.0%,0,0,0,-,1997,1999,R128,3,0.65,5.9%,5.9%,61.7%,70.3%,30.6%,55.1%,29.1%,57.1%,30.0%
Wimbledon,8,Grass,16,8,8,50.0%,13,4,9,30.8%,1995,2003,R16,13,0.97,9.3%,6.4%,60.8%,78.4%,42.1%,64.1%,35.0%,52.9%,41.1%
US Open,6,Hard,8,2,6,25.0%,11,4,7,36.4%,1993,2000,R64,8,0.86,10.4%,5.1%,61.1%,78.2%,44.3%,65.0%,30.0%,64.9%,34.7%
Olympics,2,,4,2,2,50.0%,2,1,1,50.0%,1996,2000,R16,0,,,,,,,,,,
Davis Cup,11,,31,15,16,48.4%,21,10,11,47.6%,1992,2005,,0,,,,,,,,,,
Canada Masters,14,Hard,20,6,14,30.0%,8,2,6,25.0%,1992,2006,R16,20,0.91,10.8%,6.9%,57.8%,75.3%,49.4%,64.4%,32.4%,64.3%,30.3%
Newport,6,Grass,10,4,6,40.0%,7,5,2,71.4%,1994,2000,SF,10,0.86,6.3%,8.6%,54.8%,75.6%,51.4%,64.7%,30.4%,63.4%,45.5%
Queen's Club,5,Grass,11,6,5,54.5%,3,1,2,33.3%,1992,2000,R16,11,1.02,9.2%,5.5%,62.7%,74.0%,48.9%,64.6%,36.2%,59.7%,40.3%
Indianapolis,4,Hard,8,4,4,50.0%,4,2,2,50.0%,1996,1999,R16,8,0.89,9.7%,8.5%,55.9%,73.9%,49.0%,62.9%,33.0%,62.2%,26.2%
Tokyo,4,Hard,8,4,4,50.0%,1,0,1,0.0%,1996,1999,R16,8,1.03,9.5%,8.1%,54.6%,71.8%,49.0%,61.5%,39.6%,57.8%,38.9%
Miami Masters,3,Hard,7,4,3,57.1%,3,2,1,66.7%,1996,1998,R32,7,1.09,10.3%,5.9%,58.4%,72.3%,52.0%,63.9%,39.4%,65.8%,36.4%
