Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2006,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,72.7%,9.1%,10.0%,6.3%,47.5%,71.1%,47.6%,58.8%,25.5%,45.2%,0.62,R64 (Canada Masters)
2005,1,0,1,0.0%,1-1,50.0%,12-13,48.0%,1-0,100.0%,0,,,,,,,,,,,,
2004,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,66.7%,10.0%,9.4%,3.8%,64.2%,70.6%,42.1%,60.4%,31.8%,44.5%,0.80,R64 (Canada Masters)
2003,4,3,1,75.0%,8-6,57.1%,77-68,53.1%,1-2,33.3%,2,88.0%,8.0%,15.8%,9.4%,52.6%,76.7%,53.1%,65.5%,31.3%,49.7%,0.91,
2002,4,2,2,50.0%,7-7,50.0%,66-69,48.9%,1-2,33.3%,1,71.4%,7.7%,6.1%,11.0%,54.9%,73.3%,48.6%,62.2%,31.2%,47.2%,0.82,
2001,9,3,6,33.3%,10-14,41.7%,113-118,48.9%,0-3,0.0%,9,75.9%,22.6%,7.7%,3.7%,61.9%,70.3%,51.9%,63.3%,37.8%,50.6%,1.03,R32 (4x)
2000,17,8,9,47.1%,25-22,53.2%,243-249,49.4%,9-3,75.0%,12,82.1%,9.9%,9.6%,5.7%,64.6%,72.0%,52.1%,65.0%,32.1%,48.5%,0.92,R16 (2x)
1999,35,18,17,51.4%,48-46,51.1%,465-451,50.8%,7-9,43.8%,34,82.0%,20.5%,10.0%,7.3%,59.4%,77.5%,46.1%,64.7%,35.0%,50.0%,0.99,QF (2x)
1998,31,12,19,38.7%,38-47,44.7%,408-440,48.1%,9-10,47.4%,28,81.0%,16.3%,10.8%,7.1%,58.5%,76.5%,46.1%,63.9%,33.3%,48.8%,0.92,QF (Stockholm)
1997,31,12,19,38.7%,33-48,40.7%,391-407,49.0%,4-14,22.2%,26,77.8%,18.4%,11.6%,6.7%,58.9%,74.3%,46.1%,62.7%,34.2%,48.6%,0.92,SF (Moscow)
1996,26,11,15,42.3%,28-38,42.4%,341-364,48.4%,7-10,41.2%,23,83.0%,13.8%,9.3%,7.9%,58.4%,75.8%,49.4%,64.8%,32.1%,48.8%,0.91,SF (Newport)
1995,10,4,6,40.0%,15-17,46.9%,160-160,50.0%,2-4,33.3%,8,83.1%,16.8%,8.8%,6.7%,58.3%,77.0%,43.4%,63.0%,31.3%,48.0%,0.85,
1994,16,8,8,50.0%,22-21,51.2%,216-199,52.0%,1-3,25.0%,9,73.3%,23.7%,8.3%,9.0%,56.5%,72.9%,44.6%,60.6%,36.0%,48.6%,0.91,QF (Bogota)
1993,7,2,5,28.6%,6-11,35.3%,90-96,48.4%,1-5,16.7%,7,86.7%,12.2%,11.5%,6.8%,61.2%,78.5%,46.0%,65.9%,32.3%,49.3%,0.95,R32 (2x)
1992,8,2,6,25.0%,10-16,38.5%,116-135,46.2%,1-1,50.0%,4,72.9%,12.5%,9.3%,3.0%,65.7%,71.6%,45.6%,62.7%,31.7%,47.1%,0.85,
1991,3,1,2,33.3%,2-4,33.3%,24-30,44.4%,0-0,-,3,76.9%,14.3%,6.6%,5.4%,57.2%,63.2%,59.2%,61.4%,33.1%,47.3%,0.86,R16 (Buzios)
1989,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,R64 (Montreal / Toronto)
Career,205,86,119,42.0%,253-304,45.4%,2744-2836,49.2%,44-66,40.0%,168,80.5%,16.8%,10.0%,6.9%,59.4%,75.2%,47.2%,63.9%,33.6%,49.0%,0.93,
