Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,124,54,70,43.5%,146-174,45.6%,1589-1603,49.8%,24-39,38.1%,107,80.9%,17.1%,10.6%,6.9%,58.9%,75.3%,47.7%,63.9%,33.8%,49.2%,0.94
Clay,15,3,12,20.0%,11-30,26.8%,157-221,41.5%,0-4,0.0%,8,66.0%,12.2%,7.7%,7.9%,57.9%,69.9%,39.8%,57.2%,31.6%,45.0%,0.74
Grass,43,18,25,41.9%,57-65,46.7%,606-633,48.9%,12-16,42.9%,41,80.6%,18.0%,8.2%,7.0%,60.2%,75.5%,46.7%,64.0%,33.8%,48.9%,0.94
Carpet,23,11,12,47.8%,39-35,52.7%,392-379,50.8%,8-7,53.3%,12,85.9%,12.8%,13.6%,6.0%,62.6%,76.6%,50.1%,66.7%,32.5%,49.4%,0.98
Grand Slams,38,15,23,39.5%,57-73,43.8%,621-658,48.6%,10-18,35.7%,38,79.7%,17.7%,9.3%,6.0%,60.3%,77.3%,42.3%,63.4%,33.0%,48.5%,0.90
Masters,36,13,23,36.1%,33-48,40.7%,404-432,48.3%,6-11,35.3%,35,82.1%,15.5%,11.3%,6.7%,58.2%,75.0%,50.3%,64.7%,33.9%,49.5%,0.96
Other Tours,100,43,57,43.0%,103-131,44.0%,1138-1203,48.6%,18-26,40.9%,95,80.4%,16.7%,10.0%,7.5%,59.3%,73.9%,49.1%,63.8%,33.9%,49.0%,0.94
Best of 5,66,28,38,42.4%,112-123,47.7%,1164-1176,49.7%,19-29,39.6%,38,79.7%,17.7%,9.3%,6.0%,60.3%,77.3%,42.3%,63.4%,33.0%,48.5%,0.90
Best of 3,139,58,81,41.7%,141-181,43.8%,1580-1660,48.8%,25-37,40.3%,130,80.8%,16.4%,10.4%,7.3%,59.0%,74.2%,49.4%,64.1%,33.9%,49.2%,0.94
Semi-finals,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,64.7%,0.0%,17.7%,8.0%,62.8%,66.2%,35.7%,54.9%,29.2%,42.0%,0.65
Quarter-finals,6,2,4,33.3%,7-9,43.8%,83-83,50.0%,1-2,33.3%,6,88.0%,11.3%,11.2%,8.0%,57.5%,75.6%,56.3%,67.4%,30.2%,49.7%,0.92
vs Righties,172,71,101,41.3%,210-254,45.3%,2275-2360,49.1%,38-52,42.2%,140,80.5%,16.8%,10.1%,6.8%,59.6%,75.0%,47.2%,63.8%,33.5%,48.9%,0.92
vs Lefties,31,13,18,41.9%,39-50,43.8%,445-467,48.8%,6-14,30.0%,27,80.2%,16.2%,9.5%,7.2%,58.5%,76.1%,47.7%,64.3%,34.0%,49.2%,0.95
vs Top 10,16,4,12,25.0%,10-28,26.3%,171-217,44.1%,2-6,25.0%,15,76.7%,11.6%,10.0%,7.2%,58.2%,74.3%,44.6%,61.9%,29.8%,46.2%,0.78
