Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Miami R32,L vs Eala,4.2,3.8,4.5,47.3%,48.3%,37.5%,36.4%,55.5%,8.2%,1.5,1.3,3.0,3.4
2026 Miami R64,W vs Swiatek,3.2,3.3,3.2,51.3%,45.5%,41.2%,33.3%,50.8%,7.1%,4.5,4.7,9.5,10.4
2026 Miami R128,W vs Gracheva,3.8,4.1,3.5,52.9%,52.1%,55.6%,85.7%,40.8%,5.6%,12.0,12.9,16.0,11.9
2026 Indian Wells R128,L vs Krueger,4.2,4.3,4.1,48.4%,40.0%,27.8%,22.2%,61.8%,17.8%,0.0,0.0,-2.0,-3.4
2026 Dubai R16,L vs Tauson,3.9,3.9,3.9,43.1%,39.4%,30.8%,66.7%,44.5%,10.4%,-12.5,-15.6,4.5,4.7
2026 Australian Open R32,L vs Muchova,3.9,3.9,4.0,36.7%,36.4%,42.9%,11.1%,41.3%,6.2%,-7.5,-14.2,-3.5,-4.7
2026 Australian Open R128,W vs Navarro,3.4,3.3,3.4,49.1%,46.9%,54.5%,71.4%,46.7%,4.4%,25.0,25.3,3.5,3.2
2026 Hobart QF,L vs Jovic,4.6,4.7,4.5,43.7%,53.6%,53.7%,36.8%,44.9%,8.6%,-0.5,-0.3,14.0,6.6
2026 Auckland QF,L vs Eala,4.1,3.5,4.7,45.2%,42.2%,41.7%,50.0%,61.9%,9.3%,8.0,6.7,7.0,10.3
2025 Ningbo R32,L vs Bencic,3.5,3.5,3.4,40.2%,35.7%,44.4%,50.0%,51.2%,6.2%,9.0,10.8,-3.0,-3.9
2025 Cincinnati R16,L vs Kudermetova,3.4,3.8,2.9,43.4%,36.4%,56.3%,0.0%,40.6%,13.7%,5.5,9.2,-5.0,-6.2
2025 Cincinnati R32,W vs Pegula,3.7,3.6,3.7,49.2%,54.8%,55.0%,33.3%,50.2%,12.0%,16.5,12.6,9.0,7.2
2025 Washington R16,L vs Kalinskaya,3.2,3.3,3.1,42.9%,30.8%,22.2%,100.0%,43.7%,4.5%,8.5,20.2,-4.5,-7.0
2025 Strasbourg QF,L vs Rybakina,3.2,3.4,3.0,44.8%,43.8%,50.0%,33.3%,48.3%,2.6%,9.5,13.8,5.0,6.6
2025 Strasbourg R32,W vs Krejcikova,3.2,3.1,3.2,59.7%,51.6%,57.1%,100.0%,38.9%,11.3%,6.5,13.8,8.5,12.0
2025 BJK Cup Qualifiers RR,W vs Golubic,4.5,4.4,4.7,62.0%,50.0%,75.0%,41.7%,42.4%,8.5%,8.5,9.8,4.0,3.7
2025 Miami QF,L vs Paolini,3.7,3.6,3.7,48.6%,51.9%,21.4%,16.7%,50.9%,2.4%,5.5,6.6,5.0,6.1
2025 Miami R16,W vs Gauff,3.7,4.6,2.8,53.8%,53.8%,58.8%,44.4%,51.6%,5.6%,10.0,11.4,2.5,3.0
2025 Miami R32,W vs Fruhvirtova,5.0,5.0,5.0,47.4%,42.4%,72.2%,64.0%,56.4%,6.3%,9.5,5.3,18.0,13.3
2025 Miami R64,W vs Alexandrova,3.3,3.3,3.2,54.0%,61.3%,36.4%,25.0%,43.8%,12.1%,6.0,8.7,14.5,18.1
Last 52 Weeks (16 matches),,3.8,3.8,3.8,47.5%,45.6%,47.5%,44.8%,48.0%,8.5%,5.9,6.4,4.1,4.3
Career (82 matches),,4.1,4.2,4.1,49.3%,47.0%,47.4%,46.4%,49.2%,7.3%,4.5,4.0,2.1,1.9
