Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami R32,L vs Eala,0.85,0.62,54.5,2.2,2.9%,62.9%,3.2%,64.5%,31.4%,20.7%
2026 Miami R64,W vs Swiatek,1.27,1.11,56.1,4.8,4.3%,63.0%,7.1%,66.7%,27.9%,34.2%
2026 Miami R128,W vs Gracheva,1.06,1.27,46.4,4.4,11.4%,62.9%,0.0%,46.9%,48.9%,59.1%
2026 Indian Wells R128,L vs Krueger,0.93,0.62,48.1,2.3,3.6%,50.0%,0.0%,48.1%,34.5%,33.3%
2026 Australian Open R32,L vs Muchova,1.02,0.42,38.1,2.0,8.0%,52.0%,0.0%,33.3%,25.0%,22.2%
2026 Australian Open R128,W vs Navarro,1.16,1.27,65.4,4.8,7.1%,73.8%,2.8%,52.8%,43.5%,34.9%
2026 Hobart QF,L vs Jovic,0.93,0.86,59.8,2.2,8.0%,58.0%,2.3%,47.7%,50.8%,35.0%
2026 Auckland QF,L vs Eala,0.85,0.66,41.0,2.4,3.1%,40.6%,10.0%,53.3%,46.9%,35.5%
2025 Ningbo R32,L vs Bencic,0.85,0.55,29.8,2.0,6.9%,48.3%,7.4%,51.9%,42.1%,21.2%
2025 Cincinnati R16,L vs Kudermetova,0.99,0.62,45.9,2.5,8.6%,60.0%,0.0%,45.5%,26.7%,33.3%
2025 Cincinnati R32,W vs Pegula,1.14,1.15,76.4,2.6,3.9%,60.8%,8.9%,55.6%,41.5%,42.9%
2025 Washington R16,L vs Kalinskaya,1.00,0.48,46.2,2.6,8.8%,50.0%,9.4%,53.1%,30.4%,15.0%
2025 Strasbourg QF,L vs Rybakina,0.87,0.58,56.4,2.3,0.0%,55.3%,17.1%,68.6%,30.3%,20.0%
2025 Strasbourg R32,W vs Krejcikova,1.13,1.70,42.1,2.0,7.4%,66.7%,12.5%,70.8%,30.0%,68.0%
2025 BJK Cup Qualifiers RR,W vs Golubic,1.11,1.53,52.3,2.3,3.2%,61.3%,6.9%,79.3%,32.0%,52.2%
2025 Miami QF,L vs Paolini,0.74,0.62,40.2,2.4,12.5%,50.0%,0.0%,57.1%,45.9%,32.4%
2025 Miami R16,W vs Gauff,1.13,1.35,56.5,2.2,0.0%,67.6%,0.0%,54.8%,51.5%,40.6%
2025 Miami R32,W vs Fruhvirtova,1.12,1.25,66.0,2.7,0.0%,52.6%,5.7%,71.4%,43.9%,42.1%
2025 Miami R64,W vs Alexandrova,1.14,1.39,62.5,2.8,5.7%,65.7%,3.2%,71.0%,34.3%,43.8%
2025 Miami R128,W vs Pavlyuchenkova,1.08,1.22,57.5,2.7,16.3%,69.8%,7.3%,63.4%,40.0%,35.5%
2026 (8 matches),,1.02,0.89,52.9,2.8,6.1%,59.0%,3.4%,52.6%,40.7%,36.2%
2025 (17 matches),,1.02,0.96,55.0,2.5,6.3%,57.8%,5.4%,60.4%,37.7%,40.0%
2024 (13 matches),,0.97,0.82,53.9,2.3,4.4%,57.8%,2.5%,51.7%,39.5%,36.4%
2023 (17 matches),,0.99,0.97,51.3,2.6,3.8%,59.0%,3.7%,57.3%,39.9%,41.5%
2022 (5 matches),,1.04,1.11,65.9,3.5,3.0%,62.8%,2.1%,59.6%,37.8%,45.7%
Career (279 matches),,1.00,0.99,57.1,2.7,3.5%,57.4%,2.7%,56.2%,41.9%,43.1%
