Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,23,11,12,47.8%,4,2,2,50.0%,2014,2026,SF,22,0.98,4.0%,4.4%,63.0%,64.7%,48.3%,58.6%,40.6%,43.4%,42.4%
Roland Garros,13,Clay,20,7,13,35.0%,3,2,1,66.7%,2011,2025,R32,20,0.95,2.1%,3.3%,63.6%,59.6%,46.3%,54.7%,42.8%,51.9%,42.1%
Wimbledon,12,Grass,19,7,12,36.8%,5,4,1,80.0%,2011,2025,R32,16,0.98,4.0%,3.8%,63.5%,65.0%,48.6%,59.0%,40.0%,63.5%,34.6%
US Open,14,Hard,19,5,14,26.3%,6,4,2,66.7%,2011,2025,R32,18,0.93,4.2%,5.5%,59.3%,65.0%,43.6%,56.2%,40.5%,50.3%,36.9%
Olympics,3,,4,1,3,25.0%,0,0,0,-,2016,2024,R32,3,0.65,1.8%,2.7%,71.2%,55.7%,40.6%,51.4%,31.7%,52.0%,71.4%
Fed Cup,6,,17,9,8,52.9%,3,0,3,0.0%,2011,2020,,13,1.07,5.0%,3.9%,64.2%,59.4%,48.8%,55.6%,47.4%,52.0%,56.3%
Miami,11,Hard,28,16,12,57.1%,10,6,4,60.0%,2014,2026,QF,28,0.98,3.8%,4.3%,63.2%,65.2%,45.6%,58.0%,41.1%,59.4%,40.2%
Indian Wells,11,Hard,17,6,11,35.3%,8,2,6,25.0%,2014,2026,R64,17,0.95,2.9%,3.9%,65.7%,61.0%,44.8%,55.5%,42.4%,52.9%,58.9%
Merida,3,Hard,7,4,3,57.1%,3,1,2,33.3%,2023,2026,QF,7,1.09,3.2%,3.4%,62.9%,65.8%,46.6%,58.6%,45.2%,47.8%,45.2%
Dubai,5,Hard,8,3,5,37.5%,1,0,1,0.0%,2016,2026,R16,8,1.02,5.5%,3.0%,61.3%,62.9%,47.7%,57.0%,43.9%,50.0%,43.8%
Doha,6,Hard,11,5,6,45.5%,3,1,2,33.3%,2016,2026,R16,11,0.89,2.9%,1.8%,67.7%,60.8%,42.5%,54.9%,40.3%,62.6%,46.9%
Hobart,6,Hard,13,7,6,53.8%,6,4,2,66.7%,2018,2026,QF,13,0.97,2.9%,3.0%,64.1%,60.3%,49.3%,56.4%,42.2%,54.8%,44.2%
