Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R32,L vs Eala,82.8%,28.3%,10.9%,3/4,2.08,2.1%,89.7%,31.4%,0.0%,2.01,3.6%,78.3%,22.2%,30.4%,2.19,0.0%
2026 Miami R64,W vs Swiatek,66.7%,40.7%,11.1%,6/3,2.39,14.3%,66.7%,41.2%,3.9%,2.30,18.2%,74.1%,40.0%,25.9%,2.50,8.7%
2026 Miami R128,W vs Gracheva,74.7%,64.7%,3.3%,0/3,2.32,17.6%,77.2%,56.8%,0.0%,2.25,30.0%,82.8%,79.2%,10.3%,2.42,0.0%
2026 Indian Wells R128,L vs Krueger,71.4%,37.5%,10.7%,1/5,2.75,10.0%,73.0%,40.7%,8.1%,2.77,14.8%,86.7%,30.8%,20.0%,2.71,0.0%
2026 Dubai R16,L vs Tauson,74.0%,32.4%,12.0%,2/4,2.37,14.3%,61.9%,15.4%,4.8%,2.51,24.1%,92.3%,41.7%,19.2%,2.22,3.7%
2026 Australian Open R32,L vs Muchova,68.4%,30.8%,10.5%,2/2,2.63,8.6%,61.9%,15.4%,9.5%,2.48,13.0%,81.3%,46.2%,12.5%,2.91,0.0%
2026 Australian Open R128,W vs Navarro,60.7%,55.6%,10.1%,3/6,2.49,8.5%,61.8%,58.8%,3.6%,2.39,13.6%,69.0%,50.0%,24.1%,2.57,4.0%
2026 Hobart QF,L vs Jovic,78.4%,51.0%,4.8%,4/2,2.51,5.4%,72.7%,55.4%,2.6%,2.47,8.9%,95.5%,45.2%,9.1%,2.58,0.0%
2026 Auckland QF,L vs Eala,71.4%,53.3%,12.7%,5/3,2.62,4.3%,71.8%,42.9%,7.7%,2.41,0.0%,77.3%,70.6%,22.7%,2.89,10.0%
2025 Ningbo R32,L vs Bencic,60.6%,39.5%,14.1%,4/6,2.84,9.8%,58.7%,29.6%,6.5%,2.68,13.0%,84.2%,56.3%,36.8%,3.04,5.6%
2025 Cincinnati R16,L vs Kudermetova,63.2%,41.7%,17.5%,3/7,2.52,2.1%,46.7%,57.1%,10.0%,2.44,3.7%,88.0%,31.8%,28.0%,2.62,0.0%
2025 Cincinnati R32,W vs Pegula,70.6%,52.8%,10.8%,6/5,2.80,20.6%,70.5%,55.8%,6.6%,2.69,26.8%,80.6%,48.3%,19.4%,2.99,9.1%
2025 Washington R16,L vs Kalinskaya,62.8%,29.6%,25.6%,2/9,2.50,13.3%,70.0%,23.8%,16.7%,2.67,22.7%,54.5%,50.0%,54.5%,2.33,4.3%
2025 Strasbourg QF,L vs Rybakina,60.3%,39.5%,14.3%,4/5,2.73,7.5%,55.3%,33.3%,7.9%,2.25,16.7%,70.8%,47.1%,25.0%,3.13,0.0%
2025 Strasbourg R32,W vs Krejcikova,72.7%,57.5%,7.3%,4/0,2.73,24.2%,63.6%,52.4%,6.1%,2.71,57.1%,100.0%,63.2%,10.5%,2.75,0.0%
2025 BJK Cup Qualifiers RR,W vs Golubic,79.2%,47.4%,6.3%,2/1,2.53,20.0%,87.9%,34.5%,3.0%,2.29,36.0%,69.2%,88.9%,15.4%,2.84,0.0%
2025 Miami QF,L vs Paolini,70.3%,51.9%,2.7%,1/1,2.58,15.2%,69.4%,50.0%,0.0%,2.42,29.4%,78.3%,55.6%,8.7%,2.74,0.0%
2025 Miami R16,W vs Gauff,58.5%,47.4%,15.4%,6/4,2.56,0.0%,72.7%,37.5%,15.2%,2.53,0.0%,70.0%,64.3%,25.0%,2.61,0.0%
2025 Miami R32,W vs Fruhvirtova,67.1%,54.7%,5.1%,1/3,2.29,5.4%,60.9%,50.0%,4.3%,2.04,10.7%,89.3%,60.0%,7.1%,2.54,0.0%
2025 Miami R64,W vs Alexandrova,61.2%,51.2%,7.5%,2/3,2.62,2.2%,59.0%,43.5%,12.8%,2.57,3.8%,78.3%,61.1%,0.0%,2.70,0.0%
Last 52 Weeks (16 matches),,70.2%,46.0%,10.6%,44.0%,2.54,11.3%,68.9%,43.7%,5.4%,2.45,17.8%,81.7%,49.5%,21.2%,2.65,2.9%
Career (82 matches),,71.9%,48.0%,8.1%,46.6%,2.48,8.2%,71.7%,45.5%,5.1%,2.44,13.1%,83.2%,52.0%,14.5%,2.54,1.0%
