Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami R32,L vs Eala,21,22,1.0,16.2%,16.9%,19,20,1.0,15.4%,16.3%,10.6%,4.9%,1.2,15.4%,13.1%
2026 Miami R64,W vs Swiatek,22,16,1.4,13.0%,9.5%,17,12,1.4,11.1%,7.8%,5.2%,5.9%,1.1,20.7%,18.9%
2026 Miami R128,W vs Gracheva,24,18,1.3,15.2%,11.4%,20,17,1.2,13.8%,11.7%,6.9%,6.9%,0.9,17.7%,19.0%
2026 Indian Wells R128,L vs Krueger,6,20,0.3,5.4%,18.0%,5,17,0.3,4.9%,16.7%,2.9%,2.0%,1.3,15.3%,11.7%
2026 Dubai R16,L vs Tauson,11,24,0.5,8.8%,19.2%,9,22,0.4,7.8%,19.1%,2.6%,5.2%,1.0,14.4%,14.4%
2026 Doha R32,L vs Andreeva,20,36,0.6,13.5%,24.3%,18,36,0.5,12.8%,25.5%,8.5%,4.3%,0.9,17.6%,18.9%
2026 Australian Open R32,L vs Muchova,6,22,0.3,6.9%,25.3%,4,18,0.2,5.1%,22.8%,5.1%,0.0%,0.9,17.2%,19.5%
2026 Australian Open R128,W vs Navarro,18,16,1.1,10.8%,9.6%,14,12,1.2,9.3%,8.0%,6.7%,2.7%,0.6,7.8%,13.2%
2026 Hobart QF,L vs Jovic,36,36,1.0,16.4%,16.4%,31,35,0.9,14.9%,16.8%,7.2%,7.2%,0.9,16.4%,17.4%
2026 Auckland QF,L vs Eala,19,10,1.9,15.2%,8.0%,15,8,1.9,12.8%,6.8%,8.5%,4.3%,2.2,19.2%,8.8%
2025 Ningbo R32,L vs Bencic,19,15,1.3,15.0%,11.8%,15,14,1.1,13.2%,12.3%,11.4%,1.8%,1.4,13.4%,9.4%
2025 Cincinnati R16,L vs Kudermetova,10,20,0.5,8.0%,16.0%,7,15,0.5,6.3%,13.5%,3.6%,2.7%,1.0,15.2%,15.2%
2025 Cincinnati R32,W vs Pegula,29,27,1.1,14.6%,13.6%,23,21,1.1,13.1%,11.9%,9.7%,3.4%,0.9,12.1%,13.6%
2025 Washington R16,L vs Kalinskaya,14,11,1.3,12.8%,10.1%,8,9,0.9,8.3%,9.4%,4.2%,4.2%,2.5,22.9%,9.2%
2025 Strasbourg QF,L vs Rybakina,20,13,1.5,14.7%,9.6%,14,11,1.3,11.7%,9.2%,9.2%,2.5%,1.8,21.3%,11.8%
2025 Strasbourg R32,W vs Krejcikova,14,11,1.3,13.2%,10.4%,9,11,0.8,9.6%,11.7%,6.4%,3.2%,0.6,11.3%,17.9%
2025 BJK Cup Qualifiers RR,W vs Golubic,22,23,1.0,20.4%,21.3%,19,23,0.8,18.4%,22.3%,8.7%,9.7%,0.5,7.4%,14.8%
2025 Miami QF,L vs Paolini,18,16,1.1,15.1%,13.4%,15,15,1.0,13.5%,13.5%,11.7%,1.8%,1.4,15.1%,10.9%
2025 Miami R16,W vs Gauff,12,9,1.3,9.2%,6.9%,12,9,1.3,10.4%,7.8%,6.1%,4.3%,0.5,13.8%,26.2%
2025 Miami R32,W vs Fruhvirtova,37,31,1.2,24.3%,20.4%,35,27,1.3,25.7%,19.9%,14.7%,10.3%,0.6,9.2%,14.5%
Career (114 matches),,2295,2792,0.8,14.1%,17.2%,1977,2545,0.8,13.3%,17.1%,7.1%,4.8%,0.8,14.7%,17.7%
