Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Miami R32,L vs Eala,0.0%,-,11.5%,66.7%,15.3%,25.0%,6.3%,14.0%,12.5%,0.9%,0.0%,-9,-1
2026 Miami R64,W vs Swiatek,0.0%,-,5.9%,60.0%,12.0%,30.8%,100.0%,13.5%,16.7%,0.0%,-,-62,-18
2026 Miami R128,W vs Gracheva,0.0%,-,10.8%,70.6%,18.5%,45.0%,0.0%,16.5%,33.3%,0.4%,100.0%,20,10
2026 Indian Wells R128,L vs Krueger,0.0%,-,6.3%,42.9%,12.9%,31.6%,0.0%,2.6%,25.0%,0.5%,0.0%,-33,-11
2026 Dubai R16,L vs Tauson,0.0%,-,5.5%,71.4%,6.9%,0.0%,0.0%,8.7%,12.5%,0.0%,-,-2,0
2026 Australian Open R32,L vs Muchova,0.0%,-,4.6%,75.0%,6.5%,0.0%,0.0%,1.9%,0.0%,0.0%,-,-52,-30
2026 Australian Open R128,W vs Navarro,0.0%,-,4.2%,85.7%,26.0%,38.5%,0.0%,12.2%,12.5%,0.0%,-,-2,30
2026 Hobart QF,L vs Jovic,0.0%,-,7.8%,76.5%,11.6%,9.5%,50.0%,11.3%,38.1%,0.5%,50.0%,-17,-33
2026 Auckland QF,L vs Eala,0.0%,-,9.6%,50.0%,16.3%,38.1%,13.3%,19.2%,42.9%,0.0%,-,-60,-45
2025 Ningbo R32,L vs Bencic,0.0%,-,4.7%,83.3%,17.4%,15.8%,50.0%,6.1%,0.0%,0.6%,0.0%,-2,-6
2025 Cincinnati R16,L vs Kudermetova,0.0%,-,4.0%,80.0%,17.0%,0.0%,100.0%,3.7%,14.3%,0.0%,-,-15,5
2025 Cincinnati R32,W vs Pegula,0.0%,-,8.1%,68.8%,19.6%,18.2%,0.0%,12.5%,21.4%,0.4%,0.0%,6,32
2025 Washington R16,L vs Kalinskaya,0.0%,-,3.7%,50.0%,21.6%,12.5%,100.0%,10.9%,37.5%,0.8%,0.0%,-58,-13
2025 Strasbourg QF,L vs Rybakina,0.0%,-,10.3%,78.6%,21.3%,18.8%,0.0%,15.2%,80.0%,0.7%,0.0%,9,2
2025 Strasbourg R32,W vs Krejcikova,0.0%,-,8.5%,66.7%,29.3%,28.6%,0.0%,15.4%,16.7%,0.8%,100.0%,54,68
2025 BJK Cup Qualifiers RR,W vs Golubic,0.0%,-,15.7%,88.2%,18.6%,26.1%,0.0%,10.6%,14.8%,1.0%,50.0%,79,62
2025 Miami QF,L vs Paolini,0.0%,-,7.6%,66.7%,20.6%,30.4%,0.0%,12.8%,0.0%,0.0%,-,12,17
2025 Miami R16,W vs Gauff,0.0%,-,6.9%,66.7%,10.3%,44.4%,0.0%,9.1%,21.4%,0.0%,-,-78,-70
2025 Miami R32,W vs Fruhvirtova,0.0%,-,9.9%,60.0%,10.9%,18.4%,0.0%,15.1%,47.1%,0.3%,100.0%,10,5
2025 Miami R64,W vs Alexandrova,0.0%,-,2.3%,100.0%,18.5%,33.3%,0.0%,14.5%,16.7%,0.0%,-,-30,-8
Last 52 Weeks (16 matches),,0.0%,-,7.6%,70.7%,16.3%,21.3%,17.5%,11.1%,23.4%,0.4%,30.8%,-9,1
Career (82 matches),,0.1%,100.0%,7.1%,72.6%,13.0%,20.8%,12.2%,9.3%,24.6%,0.7%,33.6%,-12,-8
