Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2015,995,12,195,1543,174,1515,160,1531,,,,,,
2014,223,219,153,1600,153,1551,137,1575,143,1507,805,45,,
2013,214,222,143,1616,132,1578,142,1572,,,,,,
2012,287,161,171,1582,146,1559,173,1521,141,1503,,,,
2011,311,140,138,1624,117,1608,,,,,,,,
2010,144,379,88,1707,78,1669,105,1613,77,1588,,,,
2009,100,529,72,1751,55,1722,117,1609,70,1621,527,90,,
2008,51,740,35,1853,33,1810,77,1692,48,1691,1035,19,,
2007,134,330,58,1772,49,1740,132,1580,55,1646,375,135,,
2006,51,725,31,1859,27,1819,82,1650,36,1710,389,127,120,1409
2005,15,1520,17,1928,11,1887,71,1688,22,1748,187,290,121,1432
2004,63,625,67,1769,56,1731,112,1611,38,1723,393,105,117,1358
2003,32,1055,40,1848,31,1805,,,24,1746,135,378,112,1466
2002,100,392,82,1738,80,1675,85,1679,52,1662,481,69,,
2001,175,212,157,1622,130,1599,261,1407,,,318,142,,
2000,1238,2,,,,,,,,,1179,7,,
