Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2004,145,303,63,1786,51,1738,68,1711,33,1732,450,86,,
2003,68,524,26,1873,27,1830,52,1752,15,1785,460,85,,
2002,47,755,29,1886,24,1838,50,1771,15,1792,100,605,70,1582
2001,57,620,39,1863,29,1824,59,1755,18,1771,454,80,,
2000,55,740,29,1890,22,1856,40,1806,24,1766,328,130,,
1999,7,2408,18,1944,14,1899,11,1913,14,1819,494,81,,
1998,16,1774,7,2044,10,1980,10,1929,10,1868,109,602,,
1997,81,579,14,1961,12,1932,,,,,1313,1,,
1996,12,2039,9,2045,7,2018,15,1935,5,1951,98,641,,
1995,18,,12,2006,9,1995,25,1861,6,1932,38,1373,,
1994,10,,15,2009,12,1967,20,1916,5,2001,175,364,,
1993,13,,15,2011,16,1957,20,1901,10,1913,83,821,,
1992,87,,51,1849,41,1810,68,1745,32,1756,273,143,,
1991,134,,65,1806,81,1728,79,1726,36,1733,341,95,,
1990,269,,,,,,,,,,433,42,,
1989,257,,,,,,,,,,,,,
