Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,35,25,10,71.4%,27,20,7,74.1%,1993,2004,F,34,1.15,10.6%,3.6%,63.1%,75.2%,51.0%,66.3%,38.7%,63.8%,39.6%
Roland Garros,11,Clay,22,11,11,50.0%,12,5,7,41.7%,1991,2004,R16,18,1.11,7.8%,2.7%,62.8%,73.5%,50.0%,64.8%,39.0%,60.8%,36.6%
Wimbledon,12,Grass,45,33,12,73.3%,47,25,22,53.2%,1992,2004,SF,41,1.19,12.1%,4.4%,63.3%,81.2%,46.9%,68.6%,37.4%,65.7%,35.7%
US Open,15,Hard,48,33,15,68.8%,34,15,19,44.1%,1990,2004,F,45,1.14,10.7%,3.7%,63.0%,76.5%,50.8%,67.0%,37.7%,64.1%,41.4%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2000,2000,R64,0,,,,,,,,,,
Davis Cup,7,,19,11,8,57.9%,12,8,4,66.7%,1994,2001,,0,,,,,,,,,,
Memphis,11,Hard,39,30,9,76.9%,27,16,11,59.3%,1992,2004,W,39,1.14,13.6%,3.0%,62.1%,76.8%,54.6%,68.4%,36.1%,68.0%,38.1%
Queen's Club,11,Grass,31,21,10,67.7%,14,10,4,71.4%,1992,2004,W,30,1.16,11.0%,5.0%,64.4%,76.1%,51.2%,67.3%,37.9%,68.1%,40.9%
Canada Masters,10,Hard,28,18,10,64.3%,9,8,1,88.9%,1992,2002,F,28,1.04,11.7%,4.2%,59.7%,74.1%,50.1%,64.4%,36.9%,62.5%,44.2%
Cincinnati Masters,10,Hard,23,13,10,56.5%,7,4,3,57.1%,1992,2003,QF,23,1.15,11.9%,4.4%,60.6%,76.4%,53.4%,67.3%,37.4%,61.0%,40.7%
Indianapolis,9,Hard,24,15,9,62.5%,10,5,5,50.0%,1990,2000,SF,21,1.15,10.5%,4.2%,56.8%,76.1%,53.1%,66.2%,38.9%,67.0%,42.7%
Indian Wells Masters,9,Hard,24,15,9,62.5%,8,6,2,75.0%,1993,2004,SF,24,1.09,10.9%,3.5%,61.3%,75.1%,50.7%,65.7%,37.3%,58.8%,42.2%
