Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2002 Indian Wells SF,L vs Henman,29.3%,58.8%,33.9%,50.0%,7.5%,14.3%,0.0%,5.9%,40.0%,0.6%,0.0%,-53,-38
2001 Australian Open QF,L vs Agassi,31.5%,28.6%,25.9%,39.6%,11.3%,17.6%,0.0%,17.5%,41.7%,1.0%,0.0%,104,105
2000 US Open SF,L vs Safin,45.1%,68.3%,37.3%,64.2%,17.5%,35.7%,0.0%,3.4%,16.7%,0.5%,100.0%,-9,37
1999 US Open F,L vs Agassi,52.7%,66.7%,27.8%,64.0%,12.2%,18.2%,100.0%,19.7%,39.1%,0.3%,100.0%,49,72
1999 US Open QF,W vs Dosedel,66.3%,80.3%,33.6%,80.0%,21.7%,12.5%,0.0%,18.2%,16.7%,0.0%,-,24,91
1999 US Open SF,W vs Pioline,53.6%,73.0%,33.3%,72.5%,20.4%,21.4%,0.0%,17.6%,33.3%,0.0%,-,43,123
1998 Stockholm F,W vs Johansson,62.5%,68.9%,33.5%,73.7%,12.1%,16.7%,66.7%,5.3%,25.0%,0.0%,-,44,67
1998 Paris SF,L vs Sampras,66.7%,60.9%,35.8%,61.1%,15.0%,16.7%,0.0%,19.2%,0.0%,0.9%,0.0%,59,96
1998 US Open R128,W vs Tarango,55.7%,69.2%,25.1%,68.8%,12.8%,33.3%,18.2%,15.2%,42.9%,0.0%,-,87,135
1996 Canada SF,L vs Ferreira,38.1%,68.8%,29.8%,64.9%,17.1%,11.8%,50.0%,6.5%,7.7%,0.0%,-,42,72
1996 Wimbledon SF,L vs Washington,86.7%,64.2%,40.3%,64.2%,26.8%,8.3%,0.0%,14.3%,28.6%,0.0%,-,150,148
1996 Wimbledon QF,W vs Henman,85.5%,69.0%,44.6%,69.4%,31.6%,16.7%,0.0%,16.7%,0.0%,0.8%,0.0%,173,135
1996 Memphis F,L vs Sampras,41.8%,64.3%,26.7%,62.9%,13.2%,5.6%,0.0%,2.9%,0.0%,0.0%,-,19,35
1995 Grand Slam Cup F,L vs Ivanisevic,55.1%,81.4%,26.3%,82.0%,25.8%,26.7%,0.0%,7.4%,11.1%,0.0%,-,205,168
1995 Grand Slam Cup SF,W vs Becker,44.4%,70.9%,20.7%,68.3%,13.0%,16.7%,50.0%,17.6%,40.0%,0.4%,0.0%,101,118
1994 US Open SF,L vs Agassi,44.4%,70.5%,27.2%,69.6%,20.3%,26.1%,0.0%,1.6%,11.1%,0.4%,0.0%,95,145
1994 Wimbledon SF,L vs Sampras,92.2%,60.6%,41.0%,60.4%,40.0%,66.7%,0.0%,50.0%,50.0%,0.0%,-,75,98
1994 Memphis F,W vs Gilbert,52.7%,72.4%,39.7%,74.0%,9.3%,9.5%,0.0%,1.7%,11.1%,0.6%,0.0%,0,29
1994 Australian Open F,L vs Sampras,38.5%,57.5%,25.1%,58.2%,11.5%,11.1%,0.0%,14.9%,35.7%,0.4%,0.0%,5,0
1994 Australian Open SF,W vs Edberg,38.9%,60.8%,17.8%,62.3%,31.6%,33.3%,0.0%,26.2%,30.4%,0.3%,100.0%,93,65
Career (24 matches),,52.0%,66.1%,30.6%,65.5%,15.6%,17.5%,14.6%,12.3%,27.8%,0.3%,20.0%,60,78
