Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2004,25,10,15,40.0%,32-41,43.8%,379-394,49.0%,10-9,52.6%,25,83.1%,14.4%,11.0%,4.3%,63.3%,74.5%,50.7%,65.8%,34.7%,50.1%,1.02,QF (Houston)
2003,29,16,13,55.2%,45-31,59.2%,406-378,51.8%,9-8,52.9%,27,83.6%,20.3%,10.5%,5.3%,59.9%,76.0%,50.4%,65.7%,35.9%,50.9%,1.05,QF (Miami Masters)
2002,37,22,15,59.5%,55-40,57.9%,511-470,52.1%,14-10,58.3%,37,83.8%,19.7%,11.5%,4.7%,61.0%,75.8%,50.7%,66.0%,35.3%,50.9%,1.04,SF (Indian Wells Masters)
2001,28,15,13,53.6%,46-44,51.1%,430-449,48.9%,6-6,50.0%,27,79.2%,19.6%,11.3%,5.5%,61.4%,73.8%,48.7%,64.1%,35.9%,49.9%,1.00,QF (2x)
2000,27,14,13,51.9%,42-38,52.5%,417-386,51.9%,7-10,41.2%,25,85.6%,21.7%,13.8%,4.1%,62.2%,77.1%,50.5%,67.0%,37.2%,51.7%,1.13,SF (US Open)
1999,63,43,20,68.3%,111-69,61.7%,974-868,52.9%,27-17,61.4%,57,85.9%,20.4%,12.5%,4.3%,63.0%,78.3%,49.8%,67.8%,36.9%,51.9%,1.15,W (Sydney)
1998,65,44,21,67.7%,105-61,63.3%,903-772,53.9%,20-13,60.6%,63,84.6%,23.0%,12.4%,4.1%,62.3%,77.4%,50.7%,67.3%,38.2%,52.5%,1.17,W (2x)
1997,20,13,7,65.0%,31-18,63.3%,256-230,52.7%,6-3,66.7%,20,85.2%,20.3%,12.3%,4.9%,59.0%,76.8%,51.7%,66.5%,36.2%,51.2%,1.08,SF (2x)
1996,76,55,21,72.4%,136-65,67.7%,1093-869,55.7%,19-12,61.3%,71,84.5%,26.0%,10.9%,3.2%,61.7%,76.3%,51.5%,66.8%,39.5%,53.1%,1.19,W (Sydney Outdoor)
1995,72,47,25,65.3%,111-71,61.0%,965-857,53.0%,23-12,65.7%,62,84.1%,22.2%,11.6%,3.8%,60.4%,76.7%,51.5%,66.7%,37.7%,52.2%,1.13,W (Memphis)
1994,73,53,20,72.6%,134-78,63.2%,1138-948,54.6%,27-17,61.4%,62,83.8%,24.1%,10.2%,2.7%,60.7%,75.2%,52.5%,66.3%,39.2%,52.6%,1.16,W (2x)
1993,68,45,23,66.2%,104-62,62.7%,904-772,53.9%,16-17,48.5%,65,83.0%,24.9%,9.4%,2.7%,62.9%,73.3%,50.6%,64.9%,39.2%,52.1%,1.12,W (Coral Springs)
1992,41,22,19,53.7%,58-46,55.8%,524-468,52.8%,8-8,50.0%,41,79.0%,26.5%,7.6%,2.9%,63.5%,70.5%,52.4%,63.9%,40.0%,51.7%,1.11,SF (Indianapolis)
1991,18,10,8,55.6%,29-23,55.8%,264-235,52.9%,3-3,50.0%,16,81.3%,21.4%,9.3%,4.2%,58.1%,72.2%,54.2%,64.6%,38.3%,51.3%,1.08,SF (Newport)
1990,7,3,4,42.9%,6-5,54.5%,54-50,51.9%,0-4,0.0%,0,,,,,,,,,,,,R16 (2x)
Career,649,412,237,63.5%,1045-692,60.2%,9218-8146,53.1%,195-149,56.7%,598,83.6%,22.4%,11.0%,3.8%,61.7%,75.5%,51.1%,66.2%,37.8%,51.9%,1.12,
