Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2002 Indian Wells SF,L vs Henman,0.81,0.59,40.9,2.3,0.0%,50.0%,0.0%,53.6%,34.4%,35.7%
2001 Australian Open QF,L vs Agassi,1.10,0.66,34.9,2.2,13.2%,52.8%,14.0%,54.0%,20.9%,35.9%
2000 US Open SF,L vs Safin,0.86,0.76,39.2,2.2,5.8%,63.5%,8.7%,58.7%,36.1%,32.8%
1999 US Open SF,W vs Pioline,1.23,1.84,29.0,2.2,18.6%,62.8%,15.0%,75.0%,38.9%,55.9%
1999 US Open QF,W vs Dosedel,1.11,1.39,43.2,2.3,20.3%,74.6%,16.7%,74.1%,28.1%,36.1%
1998 Stockholm F,W vs Johansson,1.12,1.52,32.3,2.0,17.8%,62.2%,10.3%,64.1%,47.8%,52.5%
1998 Paris SF,L vs Sampras,0.89,0.65,61.1,2.0,20.9%,72.1%,12.5%,55.0%,35.1%,16.1%
1998 US Open R128,W vs Tarango,1.22,1.75,31.8,2.3,24.5%,77.6%,25.0%,72.7%,29.4%,42.6%
1996 Canada SF,L vs Ferreira,0.96,0.82,66.3,4.4,20.0%,68.0%,2.2%,53.3%,34.0%,32.6%
1996 Memphis F,L vs Sampras,0.96,0.41,44.0,2.1,13.2%,55.3%,8.1%,70.3%,20.0%,11.5%
1995 Grand Slam Cup F,L vs Ivanisevic,0.81,0.60,31.5,2.3,16.3%,73.5%,15.9%,68.2%,23.1%,20.0%
1995 Grand Slam Cup SF,W vs Becker,1.05,1.17,53.1,3.7,19.5%,75.3%,13.9%,54.2%,33.8%,44.8%
1994 US Open SF,L vs Agassi,0.97,0.65,35.5,2.3,17.2%,65.5%,5.6%,51.9%,24.0%,31.8%
1994 Wimbledon SF,L vs Sampras,0.90,0.75,35.9,2.2,16.1%,62.9%,5.7%,62.3%,32.8%,29.1%
1994 Australian Open F,L vs Sampras,0.88,0.69,32.2,2.5,7.0%,66.7%,3.8%,50.9%,32.8%,31.4%
1994 Australian Open SF,W vs Edberg,0.94,1.10,55.0,3.7,10.4%,58.4%,7.5%,70.1%,44.0%,40.8%
1993 Canada F,L vs Pernfors,0.90,0.84,60.7,21.4,8.7%,65.2%,13.6%,50.0%,42.0%,37.5%
1993 Canada SF,W vs Reneberg,1.47,1.75,43.3,2.0,15.2%,69.7%,10.7%,67.9%,25.9%,50.0%
1992 US Open R32,L vs Sampras,0.86,0.87,48.5,5.8,8.4%,68.7%,4.1%,54.8%,37.9%,38.8%
2002 (1 matches),,0.81,0.59,40.9,2.3,0.0%,50.0%,0.0%,53.6%,34.4%,35.7%
2001 (1 matches),,1.10,0.66,34.9,2.2,13.2%,52.8%,14.0%,54.0%,20.9%,35.9%
2000 (1 matches),,0.86,0.76,39.2,2.2,5.8%,63.5%,8.7%,58.7%,36.1%,32.8%
1999 (2 matches),,1.15,1.54,37.7,2.2,19.6%,69.6%,16.0%,74.5%,32.0%,43.2%
1998 (3 matches),,1.09,1.29,40.6,2.1,21.2%,70.8%,16.3%,64.2%,37.3%,39.0%
Career (19 matches),,0.98,0.94,43.8,2.6,14.4%,66.0%,10.1%,60.7%,33.7%,36.2%
