Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,17,13,4,76.5%,27-9,75.0%,190-124,60.5%,1-1,50.0%,2,46.7%,12.5%,4.1%,8.2%,66.0%,64.1%,18.2%,48.5%,34.4%,41.5%,0.67,W (2x)
2020,3,2,1,66.7%,5-2,71.4%,34-27,55.7%,0-0,-,3,63.3%,48.4%,0.5%,7.8%,67.8%,58.3%,48.5%,55.1%,51.0%,53.1%,1.14,QF (Indian Wells 125K)
2019,10,6,4,60.0%,13-9,59.1%,106-96,52.5%,2-1,66.7%,5,53.5%,47.8%,0.7%,1.1%,76.0%,52.6%,42.6%,50.2%,50.3%,50.3%,1.01,QF (2x)
2018,19,13,6,68.4%,31-14,68.9%,233-159,59.4%,1-1,50.0%,0,,,,,,,,,,,,W (Bad Saulgau $25K)
2016,1,0,1,0.0%,1-2,33.3%,15-17,46.9%,0-0,-,1,62.5%,31.3%,2.8%,5.6%,63.9%,55.1%,56.4%,55.6%,42.7%,49.3%,0.96,R32 (San Antonio)
2015,28,21,7,75.0%,45-16,73.8%,337-206,62.1%,3-3,50.0%,0,,,,,,,,,,,,W (Biarritz $100K)
2014,41,31,10,75.6%,64-31,67.4%,502-367,57.8%,7-5,58.3%,0,,,,,,,,,,,,W (2x)
2013,33,27,6,81.8%,53-20,72.6%,396-270,59.5%,2-3,40.0%,0,,,,,,,,,,,,W (3x)
2012,30,24,6,80.0%,48-19,71.6%,358-256,58.3%,4-2,66.7%,0,,,,,,,,,,,,W (3x)
2011,29,16,13,55.2%,36-31,53.7%,323-296,52.2%,4-3,57.1%,0,,,,,,,,,,,,W (Lutz FL 25K)
2010,54,28,26,51.9%,67-62,51.9%,603-596,50.3%,5-2,71.4%,0,,,,,,,,,,,,F (Charlottesville VA 50K)
2009,47,23,24,48.9%,52-57,47.7%,470-497,48.6%,7-4,63.6%,0,,,,,,,,,,,,F (2x)
2008,30,12,18,40.0%,28-41,40.6%,287-332,46.4%,1-4,20.0%,0,,,,,,,,,,,,QF (Rousse 25K)
2007,43,26,17,60.5%,58-42,58.0%,472-415,53.2%,6-2,75.0%,0,,,,,,,,,,,,F (Jounieh 25K)
2006,34,19,15,55.9%,42-34,55.3%,336-312,51.9%,1-1,50.0%,0,,,,,,,,,,,,W (Mallorca 10K)
2005,33,19,14,57.6%,45-31,59.2%,375-325,53.6%,3-2,60.0%,0,,,,,,,,,,,,SF (2x)
2004,8,3,5,37.5%,8-8,50.0%,70-69,50.4%,0-1,0.0%,0,,,,,,,,,,,,R16 (3x)
2003,11,6,5,54.5%,12-10,54.5%,95-98,49.2%,2-0,100.0%,0,,,,,,,,,,,,QF (2x)
2002,1,0,1,0.0%,0-2,0.0%,1-12,7.7%,0-0,-,0,,,,,,,,,,,,R32 (Horb 10K)
Career,472,289,183,61.2%,635-440,59.1%,5203-4474,53.8%,49-35,58.3%,11,56.7%,40.4%,1.4%,4.8%,70.3%,56.1%,43.2%,52.2%,47.2%,49.7%,0.99,
