Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,22,12,10,54.5%,7,5,2,71.4%,2015,2026,R32,19,0.95,1.8%,3.6%,74.8%,57.0%,46.3%,54.3%,43.2%,58.4%,41.1%
Roland Garros,11,Clay,21,11,10,52.4%,5,2,3,40.0%,2011,2025,QF,19,1.02,1.1%,7.2%,65.3%,61.8%,45.2%,56.1%,45.0%,50.3%,46.7%
Wimbledon,8,Grass,19,11,8,57.9%,1,0,1,0.0%,2011,2025,QF,15,1.03,1.2%,3.3%,71.5%,60.8%,48.6%,57.3%,43.9%,59.6%,46.2%
US Open,13,Hard,26,13,13,50.0%,6,4,2,66.7%,2009,2025,R32,19,0.95,2.3%,6.7%,64.8%,61.2%,42.0%,54.4%,43.5%,49.7%,44.2%
Olympics,3,,6,3,3,50.0%,0,0,0,-,2016,2024,QF,5,1.02,0.4%,4.6%,67.9%,57.1%,57.9%,57.4%,43.6%,16.7%,36.6%
Fed Cup,2,,3,2,1,66.7%,0,0,0,-,2019,2020,,3,1.15,1.9%,2.5%,69.1%,60.7%,42.0%,54.9%,52.0%,55.0%,46.2%
Miami,9,Hard,20,11,9,55.0%,5,2,3,40.0%,2021,2026,R64,19,1.06,1.4%,4.2%,72.0%,62.0%,46.4%,57.6%,45.0%,57.4%,44.6%
Indian Wells,7,Hard,13,6,7,46.2%,5,2,3,40.0%,2016,2026,R64,13,1.03,0.9%,5.0%,71.3%,62.7%,49.7%,58.9%,42.2%,52.0%,42.7%
Dubai,5,Hard,8,3,5,37.5%,3,1,2,33.3%,2017,2026,R32,8,0.93,1.2%,4.4%,69.8%,60.3%,41.3%,54.6%,42.2%,60.0%,42.9%
Doha,7,Hard,16,9,7,56.3%,5,3,2,60.0%,2017,2026,R16,16,0.99,0.9%,4.1%,73.1%,58.8%,45.8%,55.3%,44.3%,50.0%,47.2%
Adelaide,4,Hard,7,3,4,42.9%,1,0,1,0.0%,2024,2026,QF,6,0.98,1.8%,4.9%,76.3%,59.8%,47.8%,57.0%,42.2%,48.9%,41.2%
Wuhan,3,Hard,7,4,3,57.1%,3,1,2,33.3%,2016,2025,QF,7,1.00,0.5%,4.7%,68.5%,55.8%,47.1%,53.0%,46.9%,50.0%,46.5%
