Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,156,66,90,42.3%,155-208,42.7%,1625-1837,46.9%,17-24,41.5%,145,61.7%,33.3%,1.3%,4.9%,71.0%,58.9%,45.0%,54.9%,42.8%,48.8%,0.95
Clay,121,67,54,55.4%,152-121,55.7%,1337-1218,52.3%,10-16,38.5%,120,64.1%,41.5%,1.2%,4.6%,70.2%,59.4%,47.0%,55.7%,46.5%,51.0%,1.05
Grass,21,9,12,42.9%,24-25,49.0%,233-234,49.9%,3-3,50.0%,21,68.2%,33.0%,1.0%,3.4%,71.4%,60.4%,49.1%,57.2%,42.7%,50.0%,1.00
Grand Slams,57,26,31,45.6%,60-74,44.8%,583-652,47.2%,5-5,50.0%,56,62.7%,33.6%,1.4%,5.0%,70.1%,59.1%,45.9%,55.1%,43.0%,49.0%,0.96
Premiers,77,40,37,51.9%,87-85,50.6%,832-833,50.0%,9-11,45.0%,75,62.8%,37.5%,1.3%,4.5%,70.9%,59.3%,45.5%,55.3%,44.7%,50.0%,1.00
Internationals,114,56,58,49.1%,136-128,51.5%,1266-1221,50.9%,12-15,44.4%,108,64.2%,38.3%,1.2%,4.9%,69.9%,59.6%,46.7%,55.7%,45.1%,50.3%,1.02
Finals,5,2,3,40.0%,4-7,36.4%,41-55,42.7%,1-0,100.0%,5,55.3%,29.2%,1.6%,4.8%,67.7%,59.9%,38.6%,53.0%,39.7%,46.7%,0.85
Semi-finals,9,5,4,55.6%,10-10,50.0%,90-96,48.4%,0-1,0.0%,9,63.8%,35.8%,1.7%,3.9%,75.2%,58.2%,43.4%,54.5%,44.4%,49.5%,0.98
Quarter-finals,29,9,20,31.0%,23-38,37.7%,263-313,45.7%,2-0,100.0%,26,59.7%,31.5%,1.1%,4.4%,71.4%,57.6%,44.8%,53.9%,42.1%,48.0%,0.91
vs Righties,276,132,144,47.8%,307-325,48.6%,2955-3025,49.4%,25-40,38.5%,266,63.0%,36.8%,1.2%,4.7%,70.7%,59.3%,46.0%,55.4%,44.4%,49.9%,1.00
vs Lefties,21,9,12,42.9%,22-28,44.0%,225-249,47.5%,5-3,62.5%,19,64.4%,33.8%,1.2%,4.6%,70.7%,58.5%,48.3%,55.5%,43.3%,49.5%,0.97
vs Top 10,40,13,27,32.5%,30-58,34.1%,341-460,42.6%,2-4,33.3%,37,56.2%,29.6%,1.4%,4.0%,72.2%,56.6%,44.0%,53.1%,41.4%,47.2%,0.88
