Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Wimbledon QF,L vs Sabalenka,21.1%,29.5%,35.7%,22.7%,34.8%,41.2%,62.9%,32.3%,66.7%,20.8%,20.8%,21.1%,44.4%,26.7%,25.0%,80
2025 Miami Q2,L vs Fruhvirtova,9.1%,13.6%,45.9%,10.0%,13.3%,44.4%,73.3%,0.0%,0.0%,9.1%,18.2%,50.0%,33.3%,25.0%,50.0%,-36
2025 Australian Open R64,W vs Zheng,22.5%,28.7%,55.9%,23.4%,31.3%,59.2%,62.1%,31.4%,33.3%,23.1%,23.1%,40.0%,66.7%,10.0%,0.0%,97
2024 Hua Hin F,L vs Sramkova,20.6%,26.5%,42.3%,20.9%,25.6%,41.2%,63.6%,33.3%,60.0%,21.7%,30.4%,44.4%,75.0%,20.0%,66.7%,-7
2024 Hua Hin SF,W vs Hartono,29.9%,37.3%,44.4%,30.8%,36.5%,50.0%,37.5%,25.0%,33.3%,30.8%,46.2%,22.2%,20.0%,25.0%,-,57
2024 Hua Hin R16,W vs Wang,15.3%,22.5%,54.7%,19.3%,28.9%,56.7%,14.0%,30.0%,12.5%,5.0%,5.0%,47.4%,0.0%,0.0%,-,-77
2024 Stuttgart R32,L vs Kostyuk,12.3%,18.9%,42.5%,11.8%,20.0%,45.3%,29.3%,29.5%,50.0%,20.0%,20.0%,25.0%,33.3%,11.1%,33.3%,46
2023 US Open R128,L vs Gauff,9.2%,20.2%,51.6%,10.3%,24.1%,53.8%,61.1%,19.6%,30.0%,5.6%,5.6%,41.2%,64.3%,0.0%,0.0%,-66
2023 Warsaw F,L vs Swiatek,11.6%,14.0%,36.1%,15.6%,18.8%,48.1%,62.5%,25.0%,66.7%,0.0%,0.0%,0.0%,100.0%,40.0%,100.0%,-119
2023 Australian Open R32,L vs Garcia,32.6%,38.2%,38.3%,32.8%,38.8%,35.6%,17.2%,13.2%,12.5%,31.8%,36.4%,46.7%,25.0%,10.0%,-,-104
2021 Olympics R64,L vs Svitolina,19.6%,30.9%,49.3%,22.7%,37.9%,56.9%,45.2%,34.3%,33.3%,18.2%,22.7%,27.8%,33.3%,40.0%,0.0%,30
2021 Madrid R32,L vs Swiatek,18.4%,22.4%,35.7%,22.4%,28.6%,34.2%,63.0%,54.5%,55.6%,14.3%,14.3%,38.9%,50.0%,23.1%,0.0%,9
2021 Stuttgart R16,L vs Barty,14.3%,17.9%,40.9%,12.5%,15.0%,37.1%,30.0%,40.0%,33.3%,25.0%,33.3%,55.6%,40.0%,71.4%,33.3%,97
2021 Australian Open R128,L vs Williams,9.3%,14.0%,27.8%,6.5%,12.9%,20.7%,17.6%,35.7%,0.0%,22.2%,22.2%,57.1%,60.0%,0.0%,0.0%,73
2021 Gippsland Trophy R16,L vs Halep,7.9%,15.9%,54.7%,11.6%,20.9%,57.9%,36.8%,58.3%,83.3%,0.0%,6.7%,46.7%,28.6%,25.0%,-,-119
2020 Roland Garros QF,L vs Kvitova,25.0%,35.4%,33.3%,27.6%,41.4%,42.9%,42.9%,20.0%,0.0%,25.0%,31.3%,16.7%,22.2%,0.0%,0.0%,87
2020 Roland Garros R16,W vs Badosa,20.7%,32.8%,55.6%,25.6%,38.5%,62.1%,58.8%,45.5%,100.0%,11.1%,22.2%,43.8%,60.0%,25.0%,50.0%,-40
2020 Roland Garros R64,W vs Goerges,24.3%,32.4%,51.2%,23.3%,34.9%,54.5%,35.0%,30.4%,50.0%,44.4%,50.0%,40.0%,10.0%,25.0%,0.0%,178
2020 Doha R64,W vs Shvedova,23.7%,32.2%,53.3%,24.0%,34.0%,57.9%,54.2%,7.7%,0.0%,22.2%,22.2%,28.6%,66.7%,33.3%,0.0%,-104
2019 Guangzhou R32,L vs Kenin,26.2%,32.8%,42.1%,28.6%,38.1%,46.7%,41.7%,22.2%,20.0%,33.3%,33.3%,25.0%,66.7%,33.3%,50.0%,123
Last 52 Weeks (1 matches),,21.1%,29.5%,35.7%,22.7%,34.8%,41.2%,62.9%,32.3%,66.7%,20.8%,20.8%,21.1%,44.4%,26.7%,25.0%,80
Career (50 matches),,16.2%,25.3%,46.1%,17.2%,28.0%,48.3%,40.6%,34.4%,37.1%,16.9%,23.0%,39.8%,29.3%,30.1%,29.5%,41
