Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2025 Wimbledon QF,L vs Sabalenka,3.4,3.4,3.4,50.0%,49.2%,26.7%,33.3%,53.8%,21.7%,-5.0,-9.1,3.5,4.0
2025 Miami Q2,L vs Fruhvirtova,4.9,5.7,4.3,30.4%,40.0%,50.0%,43.8%,51.8%,21.1%,-3.0,-5.9,0.5,0.7
2025 Australian Open R64,W vs Zheng,3.6,3.6,3.5,44.6%,63.6%,70.6%,66.7%,57.4%,15.8%,17.0,17.9,6.5,8.2
2024 Hua Hin F,L vs Sramkova,3.7,3.7,3.6,50.7%,42.5%,35.3%,33.3%,56.1%,20.3%,-8.5,-12.5,1.0,1.6
2024 Hua Hin SF,W vs Hartono,4.2,3.9,4.6,65.2%,53.3%,33.3%,25.0%,51.9%,14.9%,-3.5,-5.5,0.5,0.6
2024 Hua Hin R16,W vs Wang,4.2,4.4,4.1,46.4%,60.7%,46.2%,53.3%,62.7%,16.9%,5.5,3.6,-3.5,-3.0
2024 Stuttgart R32,L vs Kostyuk,4.1,4.6,3.7,46.4%,54.9%,56.7%,33.3%,57.2%,11.8%,-2.5,-1.2,-2.0,-1.4
2023 US Open R128,L vs Gauff,4.5,5.1,3.7,38.5%,49.0%,63.3%,61.1%,55.0%,17.0%,8.5,6.6,2.5,2.0
2023 Warsaw F,L vs Swiatek,3.8,4.0,3.6,22.0%,34.8%,40.0%,100.0%,58.9%,13.0%,-1.0,-2.1,-10.5,-26.9
2023 Australian Open R32,L vs Garcia,3.3,3.6,2.8,50.9%,39.5%,54.5%,50.0%,49.2%,15.8%,-0.5,-0.6,-2.0,-2.5
2021 Olympics R64,L vs Svitolina,3.9,3.8,4.1,49.6%,50.9%,52.9%,50.0%,47.6%,23.3%,24.5,19.8,-5.0,-3.7
2021 Madrid R32,L vs Swiatek,3.7,3.5,3.8,39.5%,57.6%,46.2%,14.3%,48.1%,13.3%,-2.5,-3.4,-4.0,-4.8
2021 Stuttgart R16,L vs Barty,3.8,3.9,3.7,35.9%,28.0%,64.3%,71.4%,60.2%,22.7%,-8.0,-9.9,-1.0,-2.0
2021 Australian Open R128,L vs Williams,3.4,3.7,3.1,24.0%,33.3%,71.4%,20.0%,53.8%,14.0%,-5.5,-14.5,2.5,6.9
2021 Gippsland Trophy R16,L vs Halep,4.0,4.4,3.5,36.1%,42.9%,75.0%,62.5%,56.7%,14.3%,11.0,12.1,-3.0,-4.4
2020 Roland Garros QF,L vs Kvitova,3.4,3.4,3.4,46.7%,33.3%,22.2%,33.3%,43.1%,24.4%,2.5,6.4,-5.5,-9.6
2020 Roland Garros R16,W vs Badosa,4.2,4.3,4.1,50.7%,53.3%,75.0%,58.3%,57.8%,13.2%,16.5,14.2,-4.0,-4.4
2020 Roland Garros R64,W vs Goerges,3.0,2.6,3.4,46.7%,59.5%,33.3%,100.0%,55.4%,12.2%,9.0,12.2,-3.5,-5.6
2020 Doha R64,W vs Shvedova,3.5,3.8,3.0,61.5%,43.3%,81.8%,100.0%,61.0%,7.0%,7.5,10.1,3.5,7.0
2019 Guangzhou R32,L vs Kenin,3.0,3.2,2.8,44.4%,45.8%,33.3%,50.0%,58.1%,11.3%,0.5,0.6,-1.5,-2.7
Last 52 Weeks (1 matches),,3.4,3.4,3.4,50.0%,49.2%,26.7%,33.3%,53.8%,21.7%,-5.0,-9.1,3.5,4.0
Career (50 matches),,3.9,4.0,3.8,45.0%,51.5%,51.9%,49.6%,53.1%,16.3%,2.6,2.9,0.3,0.4
