Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Joint,87.5,89.1,5.8,85.9,86.3,98,68,84.9,3.9,83.0,,92,77
2024 Wimbledon R64,L vs Rybakina,87.5,90.5,7.8,96.2,88.0,103,70,79.9,6.0,86.0,87.0,93,69
2023 US Open R128,L vs Gauff,92.7,94.2,4.6,96.4,86.1,101,80,85.5,2.6,82.5,,92,82
2022 US Open R128,L vs Cirstea,89.9,92.5,5.5,92.9,87.8,102,75,84.5,2.8,89.0,,89,79
2019 US Open R64,L vs Kenin,87.1,88.6,5.0,88.9,87.4,97,79,82.7,4.1,87.0,81.0,89,75
2019 Wimbledon R128,W vs Swan,88.7,89.7,5.2,92.8,87.5,98,81,83.6,3.4,87.3,81.0,90,79
2019 Roland Garros R64,L vs Bencic,90.8,93.2,6.0,,,101,62,84.9,4.1,,,92,78
2019 Roland Garros R128,W vs Zhuk,89.4,92.7,5.7,,,103,81,82.9,3.9,,,88,75
2018 US Open R128,L vs Osaka,85.9,88.3,6.1,90.3,86.4,98,76,82.4,6.6,89.3,76.0,92,70
2017 Australian Open R128,L vs Jankovic,89.8,91.6,5.0,92.3,92.0,106,79,84.3,5.3,81.0,,106,78
2016 US Open R32,L vs Williams,93.3,96.1,5.7,99.7,90.4,105,84,86.4,3.3,87.4,86.0,92,80
2016 US Open R64,W vs Gibbs,88.8,92.4,6.0,96.3,88.4,102,79,81.7,4.4,87.0,74.0,89,74
2016 Wimbledon R128,L vs Keys,91.9,95.5,3.2,97.2,91.7,103,90,86.3,3.0,90.0,87.7,92,81
2016 Australian Open R32,L vs Beck,87.1,89.1,6.9,,,103,79,80.8,4.7,,,87,74
2016 Australian Open R64,W vs Jankovic,89.3,90.8,5.7,,,105,79,85.0,3.0,,,92,80
2015 US Open R128,L vs Kvitova,93.9,97.8,3.7,,,106,90,87.5,3.7,,,91,80
2015 Wimbledon R128,L vs Kuznetsova,96.6,98.8,4.7,,,105,87,90.8,3.7,,,98,83
Career (17 matches),,89.9,92.2,5.5,93.9,88.3,106,62,84.2,4.1,86.6,82.2,106,69
