Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Wimbledon QF,L vs Sabalenka,0.0%,-,8.6%,70.6%,12.7%,15.8%,50.0%,13.0%,16.7%,9.6%,44.0%,64,52
2025 Miami Q2,L vs Fruhvirtova,0.0%,-,11.5%,54.5%,11.8%,17.6%,0.0%,7.1%,16.7%,4.1%,37.5%,-17,-34
2025 Australian Open R64,W vs Zheng,0.0%,-,10.7%,82.4%,25.9%,39.1%,0.0%,10.5%,28.6%,5.4%,41.7%,105,73
2024 Hua Hin F,L vs Sramkova,1.5%,100.0%,9.4%,66.7%,6.0%,22.2%,0.0%,14.3%,28.6%,5.6%,30.0%,32,24
2024 Hua Hin SF,W vs Hartono,0.0%,-,3.4%,100.0%,7.9%,8.3%,0.0%,5.1%,22.2%,3.8%,37.5%,-2,20
2024 Hua Hin R16,W vs Wang,0.0%,-,11.0%,76.0%,10.1%,20.0%,4.3%,8.7%,15.4%,1.8%,28.6%,-32,-3
2024 Stuttgart R32,L vs Kostyuk,0.0%,-,13.1%,71.9%,12.1%,21.4%,33.3%,7.7%,9.1%,4.1%,0.0%,43,20
2023 US Open R128,L vs Gauff,2.8%,66.7%,28.0%,66.7%,12.8%,30.6%,50.0%,17.0%,36.0%,4.3%,7.1%,61,16
2023 Warsaw F,L vs Swiatek,0.0%,-,18.2%,35.7%,11.4%,7.7%,0.0%,0.0%,0.0%,5.4%,33.3%,76,26
2023 Australian Open R32,L vs Garcia,0.0%,-,7.3%,50.0%,14.3%,10.5%,0.0%,10.5%,33.3%,2.0%,0.0%,6,8
2021 Olympics R64,L vs Svitolina,0.0%,-,5.6%,58.3%,27.3%,48.6%,0.0%,9.1%,17.9%,3.3%,33.3%,25,49
2021 Madrid R32,L vs Swiatek,1.3%,0.0%,14.0%,61.1%,10.8%,35.7%,100.0%,7.4%,23.5%,6.9%,23.1%,125,108
2021 Stuttgart R16,L vs Barty,1.8%,0.0%,13.6%,80.0%,4.4%,10.3%,0.0%,6.7%,12.5%,4.8%,12.5%,16,10
2021 Australian Open R128,L vs Williams,0.0%,-,7.8%,50.0%,6.3%,0.0%,0.0%,14.3%,0.0%,2.2%,50.0%,-57,-66
2021 Gippsland Trophy R16,L vs Halep,0.0%,-,9.7%,75.0%,19.2%,38.1%,0.0%,4.4%,22.2%,2.6%,20.0%,50,13
2020 Roland Garros QF,L vs Kvitova,0.0%,-,2.0%,100.0%,20.7%,50.0%,0.0%,5.4%,0.0%,7.3%,20.0%,42,46
2020 Roland Garros R16,W vs Badosa,0.0%,-,12.1%,70.6%,25.9%,55.6%,0.0%,3.1%,20.0%,7.2%,50.0%,46,30
2020 Roland Garros R64,W vs Goerges,0.0%,-,5.6%,75.0%,15.7%,20.0%,0.0%,12.5%,0.0%,4.8%,75.0%,1,81
2020 Doha R64,W vs Shvedova,0.0%,-,7.4%,87.5%,14.9%,54.5%,0.0%,5.3%,8.3%,5.5%,12.5%,47,37
2019 Guangzhou R32,L vs Kenin,1.7%,100.0%,5.0%,50.0%,12.7%,21.4%,100.0%,19.4%,42.9%,0.7%,0.0%,126,130
Last 52 Weeks (1 matches),,0.0%,-,8.6%,70.6%,12.7%,15.8%,50.0%,13.0%,16.7%,9.6%,44.0%,64,52
Career (50 matches),,1.5%,56.4%,11.6%,70.7%,13.6%,23.2%,14.5%,11.7%,27.1%,5.0%,32.5%,57,41
