Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,20,9,11,45.0%,21-28,42.9%,224-263,46.0%,5-5,50.0%,20,60.0%,32.6%,2.0%,5.0%,73.0%,59.1%,43.7%,55.0%,43.0%,48.9%,0.95
Clay,5,1,4,20.0%,4-6,40.0%,42-49,46.2%,0-1,0.0%,4,72.7%,21.7%,1.1%,4.3%,74.7%,62.8%,51.4%,59.9%,39.1%,48.7%,0.98
Grass,7,4,3,57.1%,10-6,62.5%,82-68,54.7%,0-2,0.0%,7,72.6%,38.7%,0.4%,2.5%,73.6%,63.3%,44.2%,58.3%,44.7%,51.5%,1.07
Grand Slams,11,7,4,63.6%,16-10,61.5%,127-118,51.8%,2-2,50.0%,11,66.4%,37.7%,2.0%,3.9%,72.7%,62.7%,41.5%,56.9%,45.0%,50.8%,1.04
Premiers,3,0,3,0.0%,2-6,25.0%,31-43,41.9%,0-0,-,3,59.5%,24.3%,3.5%,6.1%,69.3%,61.9%,39.4%,55.0%,40.9%,47.6%,0.91
Internationals,2,0,2,0.0%,2-4,33.3%,26-34,43.3%,0-2,0.0%,2,65.5%,24.1%,0.0%,4.3%,73.3%,55.5%,52.0%,54.5%,37.5%,45.9%,0.83
Quarter-finals,2,0,2,0.0%,1-4,20.0%,15-28,34.9%,0-0,-,2,38.1%,31.8%,0.0%,3.6%,71.4%,48.0%,37.5%,45.0%,43.4%,44.1%,0.79
vs Righties,27,10,17,37.0%,26-36,41.9%,281-321,46.7%,3-8,27.3%,26,62.4%,32.6%,1.3%,4.4%,73.9%,59.8%,44.6%,55.8%,42.6%,49.0%,0.96
vs Lefties,3,2,1,66.7%,5-3,62.5%,40-38,51.3%,2-0,100.0%,3,71.1%,28.9%,2.9%,4.3%,69.4%,64.2%,43.5%,57.9%,42.4%,50.5%,1.01
vs Top 10,6,2,4,33.3%,6-9,40.0%,63-76,45.3%,0-2,0.0%,6,57.4%,34.8%,0.0%,2.9%,73.1%,55.8%,46.3%,53.2%,43.4%,48.1%,0.93
