Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,4,6,40.0%,10-14,41.7%,118-121,49.4%,1-4,20.0%,10,55.2%,44.9%,1.7%,5.8%,72.7%,56.0%,41.4%,52.0%,47.2%,49.7%,0.99,SF (W75 Manama)
2025,50,30,20,60.0%,65-50,56.5%,562-476,54.1%,3-5,37.5%,48,64.3%,43.7%,1.6%,4.8%,76.9%,59.8%,46.4%,56.7%,46.4%,51.6%,1.07,F (W100 Gran Canaria-Maspalomas)
2024,22,16,6,72.7%,34-17,66.7%,266-195,57.7%,3-1,75.0%,9,67.8%,48.3%,1.9%,4.3%,73.2%,59.8%,48.4%,56.8%,48.9%,52.8%,1.13,W (W75 The Hague)
2023,42,33,9,78.6%,66-26,71.7%,497-346,59.0%,5-5,50.0%,5,62.7%,29.4%,4.0%,6.6%,61.8%,62.8%,41.4%,54.6%,41.9%,48.4%,0.92,W (3x)
2022,56,39,17,69.6%,84-41,67.2%,665-471,58.5%,5-7,41.7%,14,62.6%,39.1%,2.6%,4.6%,71.5%,59.8%,47.4%,56.3%,44.9%,50.7%,1.03,W (3x)
2021,36,30,6,83.3%,62-15,80.5%,439-258,63.0%,4-4,50.0%,12,64.0%,54.5%,1.7%,3.7%,76.6%,58.6%,48.6%,56.3%,50.8%,53.5%,1.16,W (3x)
2020,12,9,3,75.0%,18-7,72.0%,134-81,62.3%,0-1,0.0%,0,,,,,,,,,,,,F (W60 Andrezieux-Boutheon)
2019,76,67,9,88.2%,137-44,75.7%,999-666,60.0%,11-8,57.9%,2,50.0%,37.5%,2.0%,5.0%,71.3%,58.3%,37.9%,52.5%,45.5%,48.8%,0.96,W (10x)
2018,34,21,13,61.8%,46-30,60.5%,378-305,55.3%,3-5,37.5%,0,,,,,,,,,,,,F (2x)
2017,29,18,11,62.1%,36-25,59.0%,300-261,53.5%,2-3,40.0%,6,70.8%,36.1%,3.6%,4.8%,66.8%,64.7%,43.4%,57.6%,43.4%,50.9%,1.02,W (2x)
2016,58,39,19,67.2%,85-45,65.4%,663-518,56.1%,7-5,58.3%,0,,,,,,,,,,,,W (2x)
2015,46,23,23,50.0%,53-49,52.0%,481-454,51.4%,3-8,27.3%,0,,,,,,,,,,,,F (Zeeland 15K)
2014,37,21,16,56.8%,47-39,54.7%,413-397,51.0%,4-5,44.4%,0,,,,,,,,,,,,SF (4x)
2013,38,29,9,76.3%,59-25,70.2%,444-304,59.4%,1-3,25.0%,0,,,,,,,,,,,,W (4x)
2012,14,11,3,78.6%,23-10,69.7%,167-120,58.2%,0-0,-,0,,,,,,,,,,,,W (Osprey FL 50K)
2011,29,21,8,72.4%,45-20,69.2%,357-262,57.7%,4-5,44.4%,0,,,,,,,,,,,,F (3x)
2010,27,17,10,63.0%,37-20,64.9%,289-223,56.4%,2-2,50.0%,0,,,,,,,,,,,,SF (2x)
2009,25,15,10,60.0%,32-22,59.3%,275-242,53.2%,3-1,75.0%,0,,,,,,,,,,,,W (Nantes 50K)
2008,30,24,6,80.0%,51-18,73.9%,361-251,59.0%,2-1,66.7%,0,,,,,,,,,,,,W (2x)
2007,21,17,4,81.0%,32-10,76.2%,235-149,61.2%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2006,6,4,2,66.7%,9-5,64.3%,73-54,57.5%,0-1,0.0%,0,,,,,,,,,,,,SF (Vlaardingen 10K)
2005,2,1,1,50.0%,2-2,50.0%,16-19,45.7%,0-0,-,0,,,,,,,,,,,,R16 (Alkmaar 10K)
Career,700,489,211,69.9%,1033-534,65.9%,8132-6173,56.8%,64-76,45.7%,106,63.5%,43.4%,2.0%,4.8%,73.8%,59.7%,45.6%,56.0%,46.5%,51.3%,1.06,
