Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2024 BJK Cup Playoffs RR,L vs Erjavec,20.6%,30.2%,44.9%,21.6%,35.1%,58.6%,23.5%,75.0%,66.7%,20.0%,24.0%,25.0%,46.2%,16.7%,0.0%,-57
2024 BJK Cup Playoffs RR,W vs Zidansek,9.1%,21.8%,52.7%,11.0%,25.6%,54.8%,25.0%,56.5%,50.0%,4.8%,14.3%,45.0%,38.5%,12.5%,0.0%,-77
2024 US Open R128,W vs Bogdan,20.6%,30.9%,59.6%,23.9%,39.1%,60.0%,28.6%,68.0%,50.0%,15.0%,15.0%,58.8%,50.0%,16.7%,0.0%,6
2024 Olympics R32,L vs Zheng,17.3%,25.0%,45.2%,18.9%,27.0%,40.0%,16.7%,68.4%,100.0%,14.3%,21.4%,58.3%,75.0%,50.0%,-,-23
2024 ITF The Hague F,W vs Feistel,15.9%,25.0%,55.4%,21.1%,35.1%,55.6%,21.4%,65.5%,100.0%,15.4%,15.4%,54.5%,66.7%,14.3%,0.0%,2
2024 Roland Garros R128,W vs Kerber,6.9%,13.8%,66.7%,6.0%,14.0%,63.8%,48.0%,24.0%,-,20.0%,20.0%,100.0%,-,0.0%,0.0%,25
2024 Charleston R64,L vs Volynets,13.8%,20.3%,43.8%,16.5%,23.7%,43.2%,16.3%,61.1%,58.3%,8.8%,14.7%,45.2%,53.3%,5.3%,0.0%,-34
2024 Miami R128,W vs Sorribes Tormo,17.3%,26.9%,65.1%,22.2%,36.1%,64.3%,11.8%,52.6%,33.3%,6.3%,6.3%,66.7%,60.0%,0.0%,-,-104
2024 Australian Open R128,W vs Kalinina,20.0%,33.8%,53.3%,18.2%,34.5%,51.1%,21.2%,72.7%,66.7%,28.6%,38.1%,60.0%,50.0%,5.9%,0.0%,89
2023 Hamburg F,W vs Noha Akugue,20.8%,23.6%,54.5%,28.9%,31.1%,46.9%,41.7%,19.0%,50.0%,8.0%,12.0%,65.2%,25.0%,0.0%,0.0%,-33
2023 ITF The Hague F,W vs Bejlek,4.7%,14.1%,46.2%,5.6%,19.4%,52.9%,27.8%,44.4%,25.0%,5.3%,10.5%,33.3%,66.7%,0.0%,0.0%,-61
2023 Roland Garros R128,L vs Grabher,19.3%,24.6%,34.9%,22.2%,30.6%,35.7%,18.8%,75.0%,0.0%,16.7%,16.7%,33.3%,77.8%,11.1%,0.0%,46
2023 Madrid R64,L vs Sakkari,28.1%,29.7%,43.2%,30.6%,32.7%,47.1%,41.7%,60.0%,50.0%,23.1%,23.1%,30.0%,100.0%,12.5%,0.0%,57
2023 Madrid R128,W vs Anisimova,25.4%,29.9%,53.2%,24.0%,28.0%,50.0%,25.0%,42.3%,40.0%,35.7%,42.9%,66.7%,60.0%,22.2%,-,109
2022 Wimbledon R128,L vs Harrison,15.1%,26.4%,46.3%,19.4%,33.3%,44.8%,5.0%,62.5%,66.7%,7.7%,15.4%,50.0%,0.0%,0.0%,0.0%,-51
2022 Rabat R32,W vs Sun,14.3%,21.4%,52.5%,13.1%,18.0%,50.9%,62.1%,18.8%,25.0%,25.0%,50.0%,66.7%,100.0%,20.0%,-,30
2022 ITF Santa Margherita Di Pula F,W vs Benoit,10.0%,16.7%,50.0%,15.8%,21.1%,43.8%,29.4%,66.7%,50.0%,0.0%,16.7%,66.7%,66.7%,33.3%,0.0%,-119
2022 BJK Cup Qualifiers RR,L vs Sorribes Tormo,13.7%,23.5%,37.2%,15.4%,28.2%,42.4%,11.8%,68.2%,66.7%,9.1%,9.1%,20.0%,62.5%,0.0%,-,-23
2022 BJK Cup Qualifiers RR,L vs Parrizas Diaz,11.4%,20.0%,46.6%,13.5%,25.0%,51.1%,13.6%,73.3%,75.0%,7.1%,7.1%,30.8%,55.6%,0.0%,0.0%,-55
2022 Lyon R32,W vs Kovinic,23.1%,30.8%,63.3%,23.1%,26.9%,65.0%,8.3%,78.6%,-,23.1%,38.5%,60.0%,80.0%,12.5%,-,-104
Career (66 matches),,18.5%,25.4%,48.3%,20.3%,28.5%,49.7%,29.9%,53.0%,59.8%,17.0%,21.9%,44.4%,51.5%,17.5%,14.6%,48
