Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
8,Tamara Korpatsch [GER],3,5,37.5%,2,1,1,50.0%,2016,2025,5,0.89,0.9%,3.3%,76.4%,55.0%,42.1%,52.0%,42.7%,52.5%,51.2%
7,Sara Errani [ITA],2,5,28.6%,2,2,0,100.0%,2009,2023,6,0.76,4.7%,4.7%,63.5%,55.7%,34.4%,47.9%,39.8%,50.0%,47.5%
7,Ysaline Bonaventure [BEL],3,4,42.9%,1,0,1,0.0%,2016,2023,3,1.03,2.5%,3.7%,69.3%,54.4%,45.3%,51.6%,49.8%,46.9%,37.8%
6,Xiyu Wang [CHN],3,3,50.0%,1,1,0,100.0%,2020,2025,5,0.99,4.6%,5.5%,70.5%,63.5%,42.2%,57.2%,42.2%,45.5%,43.2%
6,Maria Sakkari [GRE],0,6,0.0%,1,0,1,0.0%,2018,2024,6,0.67,3.0%,5.5%,71.5%,61.5%,42.1%,56.0%,29.7%,57.4%,21.1%
6,Richel Hogenkamp [NED],1,5,16.7%,3,1,2,33.3%,2010,2019,1,0.81,3.3%,5.0%,66.7%,57.5%,35.0%,50.0%,40.3%,28.6%,25.0%
6,Misaki Doi [JPN],5,1,83.3%,1,0,1,0.0%,2011,2014,4,1.22,4.5%,7.9%,69.8%,69.2%,42.5%,61.2%,47.3%,69.2%,40.0%
5,Ekaterine Gorgodze [GEO],3,2,60.0%,2,0,2,0.0%,2019,2026,4,1.25,1.5%,5.2%,75.3%,58.7%,48.5%,56.2%,55.0%,53.1%,50.9%
5,Veronika Kudermetova [RUS],1,4,20.0%,1,1,0,100.0%,2019,2025,5,0.73,1.9%,5.7%,72.0%,64.6%,39.3%,57.5%,31.0%,50.0%,37.5%
5,Amandine Hesse [FRA],4,1,80.0%,0,0,0,-,2012,2025,2,1.09,1.8%,2.7%,72.7%,55.0%,63.3%,57.3%,46.4%,60.0%,38.9%
5,Julia Grabher [AUT],3,2,60.0%,1,1,0,100.0%,2018,2025,2,0.76,1.6%,3.1%,69.3%,50.0%,41.0%,47.2%,40.0%,8.3%,26.3%
5,Ana Bogdan [ROU],1,4,20.0%,4,1,3,25.0%,2017,2024,4,0.93,3.8%,5.3%,67.0%,63.3%,46.9%,57.9%,39.4%,48.5%,33.3%
5,Martina Trevisan [ITA],3,2,60.0%,2,0,2,0.0%,2016,2024,3,1.11,2.4%,3.3%,71.1%,58.3%,50.7%,56.1%,48.9%,57.7%,55.6%
5,Dalma Galfi [HUN],3,2,60.0%,0,0,0,-,2018,2024,3,0.91,2.6%,5.1%,76.0%,57.7%,34.0%,52.0%,43.7%,53.6%,73.3%
5,Tatjana Maria [GER],1,4,20.0%,2,0,2,0.0%,2010,2024,1,0.74,0.0%,10.5%,67.1%,60.8%,36.0%,52.6%,34.9%,50.0%,40.0%
